customer,acct_id,acct_nm,OU Mapping,Customer Usage Category,tenure_segment,Low Consumption Customer,cust_crr_classification,Data Date,customer_dc_aov,cust_data_cloud_crr,Account Count,Count,Acct_ID_18
BETA BIONICS,0010M00001U3yIl,Beta Bionics,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001U3yIlQAJ
"BETHLEHEM SHARED SERVICES, LLC.",0010M00001WaN6t,"Bethlehem Shared Services, LLC",,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WaN6tQAF
"BETTERUP, INC.",0013000001NXoq3,"BetterUp, Inc.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001NXoq3AAD
"BETTERUP, INC.",0013000001NXoq3,"BetterUp, Inc.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001NXoq3AAD
"BETTERUP, INC.",0013000001NXoq3,"BetterUp, Inc.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001NXoq3AAD
"BEYOND, INC.",00130000002U4wm,"Bed Bath & Beyond, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002U4wmAAC
"BEYOND, INC.",00130000002U4wm,"Bed Bath & Beyond, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002U4wmAAC
"BEYOND, INC.",00130000002U4wm,"Bed Bath & Beyond, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00130000002U4wmAAC
BFS PARTNER SPA,0010M00001WJhBu,BFS PARTNER SPA,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WJhBuQAL
BHARATIYA VIDYA BHAVAN (S. P. JAIN INSTITUTE OF MANAGEMENT AND RESEARCH),0010M00001QnqKH,BHARATIYA VIDYA BHAVAN (S. P. JAIN INSTITUTE OF MANAGEMENT AND RESEARCH),,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QnqKHQAZ
BHARTI AIRTEL LIMITED,0013y00001cbE05,Bharti Airtel Limited,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cbE05AAE
BIBA FASHION LIMITED,0013000000ZjJjV,BIBA FASHION LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000ZjJjVAAV
BIBA FASHION LIMITED,0013000000ZjJjV,BIBA FASHION LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000ZjJjVAAV
BIC CAMERA INC.,0013y00001cmX9s,BIC CAMERA INC.,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001cmX9sAAE
BIC CAMERA INC.,0013000000LiOl8,BIC CAMERA INC.,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000LiOl8AAF
BIDAFARMA SCA,00130000002xJHk,Bidafarma SCA,,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,00130000002xJHkAAM
BIDAFARMA SCA,00130000002xJHk,Bidafarma SCA,,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,00130000002xJHkAAM
BIDCOM S.R.L.,0013000001GXXyU,Bidcom SRL,,Connected (including zero copy),9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GXXyUAAX
BIDCOM S.R.L.,0013000001GXXyU,Bidcom SRL,,Connected (including zero copy),9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GXXyUAAX
BIENES PROGRAMADOS SA DE CV RFC: BPR950505SS1,001ed00000KQ1Y4,BIENES PROGRAMADOS SA DE CV RFC: BPR950505SS1,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000KQ1Y4AAL
BIENES PROGRAMADOS SA DE CV RFC: BPR950505SS1,001ed00000KQ1Y4,BIENES PROGRAMADOS SA DE CV RFC: BPR950505SS1,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000KQ1Y4AAL
BIG BROTHERS/BIG SISTERS OF AMERICA,00130000003OdKd,Big Brothers Big Sisters Of America*,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000003OdKdAAK
BIG LEASE EASY NEW CAR LTD,0010M00001Z0AmW,Big Lease easy new car LTD,,Unified/Harmonized,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001Z0AmWQAV
BIG THINK CAPITAL,0013y00001cSrB7,Big Think Capital,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cSrB7AAK
BIGID INC.,0010M00001QnLbv,BigID Inc,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001QnLbvQAF
BIGPOINT HOLDING AG,0013000000M2EnU,Clyde Mobility AG,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2EnUAAV
BILLY-BUDD INVESTMENTS PTY LIMITED,00130000002aAAA,JSPM Pty Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00130000002aAAAAA2
"BIO-RAD LABORATORIES, INC.",001300000019RWa,Bio-Rad Laboratories Inc,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001300000019RWaAAM
BIOCARTIS,0013000001Gi8nn,Biocartis,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001Gi8nnAAB
BIOCONNECT INC,0010M00001WkcXj,Bioconnect*,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WkcXjQAJ
BIOMARIN PHARMACEUTICAL INC.,001ed00000kwIdM,BioMarin Pharmaceutical (LSC),,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000kwIdMAAU
BIOMARIN PHARMACEUTICAL INC.,001ed00000kwIdM,BioMarin Pharmaceutical (LSC),,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000kwIdMAAU
BIOMARIN PHARMACEUTICAL INC.,001ed00000kwIdM,BioMarin Pharmaceutical (LSC),,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000kwIdMAAU
BIPROGY INC,00130000008Xu5I,"UNIADEX, Ltd.",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008Xu5IAAS
BIRCH HILL EQUITY PARTNERS MANAGEMENT INC,0013y00001cIOOH,Rexall Pharmacy Group ULC,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cIOOHAA4
BIRCOM IYI TEKNOLOJILER ANONIM SIRKETI,0013y00001XzcY8,Hifilife Elektronik Ticaret A.Ş.,,Connected (including zero copy),0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001XzcY8AAJ
BIT MOBILITY SRL,0013y00001cZao8,BIT MOBILITY SRL,,Activate Anywhere,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001cZao8AAC
BITCOIN DEPOT OPERATING LLC,0010M00001U1k6S,Bitcoin Depot*,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001U1k6SQAR
"BITE LIETUVA, UAB",0013000000LzMno,"BITE LIETUVA, UAB",,Connected (including zero copy),3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000LzMnoAAF
"BIZ BOOST CO., LTD.",0010M00001Xy2NL,"Biz Boost Co., Ltd.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001Xy2NLQAZ
BIZ FLIGHT LIMITED LIABILITY COMPANY,0010M00001WYjCg,BizFlight LLC,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001WYjCgQAL
BIZ FLIGHT LIMITED LIABILITY COMPANY,0010M00001WYjCg,BizFlight LLC,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001WYjCgQAL
BIZTECH CO LTD,00130000016iTjY,Integrated Management Systems Singapore Pte. Ltd.,,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016iTjYAAU
BIZTECH CO LTD,00130000016iTjY,Integrated Management Systems Singapore Pte. Ltd.,,No Production Usage,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016iTjYAAU
BIZU LEARNING LLP,0013000001NXGLO,Emeritus Institute of Management Pte Ltd,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001NXGLOAA5
BIZZIPHONE,0010M00001SIJmu,BizziPhone,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SIJmuQAH
BLACK HILLS FEDERAL CREDIT UNION - NCINO ORG,0010M00001Wa6nq,Black Hills Federal Credit Union,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Wa6nqQAB
BLACK RIFLE COFFEE COMPANY LLC,0010M00001P06Qr,"Black Rifle Coffee Company, LLC",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0010M00001P06QrQAJ
BLACK RIFLE COFFEE COMPANY LLC,0010M00001P06Qr,"Black Rifle Coffee Company, LLC",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0010M00001P06QrQAJ
"BLACKBAUD, INC.",00130000016hsaj,Blackbaud,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000016hsajAAA
BLACKBERRY HOTEL COMPANY,0013000001Jychj,Blackberry Hotel Company,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001JychjAAB
BLACKBERRY HOTEL COMPANY,0013000001Jychj,Blackberry Hotel Company,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001JychjAAB
BLACKBIRD BAKERY,001ed00000cKggR,Blackbird Bakery,,Activate Anywhere,0-3 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,001ed00000cKggRAAS
BLACKCLOAK,0013y00001cFQ1M,BlackCloak,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cFQ1MAAW
"BLACKROCK, INC.",0013000000NRI3R,"BlackRock, Inc (Global Infrastructure Partners)",,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000NRI3RAAX
BLACKSTONE INC.,0013000000M1aRy,BRE Hotels & Resorts,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000M1aRyAAJ
BLACKSTONE INC.,0013000001L64Mo,VUR Village Trading No.1 Limited,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001L64MoAAJ
BLACKSTONE INC.,0013000001L64Mo,VUR Village Trading No.1 Limited,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001L64MoAAJ
BLACKSTONE INC.,0013000001L64Mo,VUR Village Trading No.1 Limited,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001L64MoAAJ
BLANK MARKETING&MANAGEMENT LTD.,0013y00001f9Z0B,Blank marketing&management ltd.,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001f9Z0BAAU
BLENTECH CORPORATION,0013000000ZkNXw,Blentech,,Segment/Predict,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZkNXwAAN
BLENTECH CORPORATION,0013000000ZkNXw,Blentech,,Segment/Predict,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZkNXwAAN
BLINK HEALTH INC,0013000001LVr5A,Blink Health Group LLC,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001LVr5AAAT
BLINK PAYMENTS,0013000001If8NZ,Blink Payments,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001If8NZAAZ
"BLOCK, INC.",001ed00000Rjdld,"Block, Inc. - DataCloud Org",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,001ed00000RjdldAAB
BLOOMBERG L.P.,0013y00001c4j7T,Bloomberg Industry Group,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001c4j7TAAQ
BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA FOUNDATION,0010M00001WZ3Eo,Blue Cross and Blue Shield of North Carolina,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WZ3EoQAL
BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA FOUNDATION,0010M00001WZ3Eo,Blue Cross and Blue Shield of North Carolina,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WZ3EoQAL
BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA FOUNDATION,0010M00001WZ3Eo,Blue Cross and Blue Shield of North Carolina,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WZ3EoQAL
BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA FOUNDATION,0010M00001WZ3Eo,Blue Cross and Blue Shield of North Carolina,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WZ3EoQAL
BLUE CROSS AND BLUE SHIELD OF RI EMPLOYEES ASSOCIATION,00130000002027q,*Blue Cross & Blue Shield of Rhode Island,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002027qAAA
BLUE CROSS AND BLUE SHIELD OF RI EMPLOYEES ASSOCIATION,00130000002027q,*Blue Cross & Blue Shield of Rhode Island,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000002027qAAA
BLUE DIAMOND HOTELS AND RESORTS INC.,001ed00000FsvYX,Blue Diamond Hotels and Resorts Inc (2nd Org),,Segment/Predict,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,001ed00000FsvYXAAZ
"BLUECLINICAL - INVESTIGAÇÃO E DESENVOLVIMENTO EM SAÚDE, LDA",001ed00000hdQUv,"ASTRUM CRO, SL",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000hdQUvAAM
"BLUECLINICAL - INVESTIGAÇÃO E DESENVOLVIMENTO EM SAÚDE, LDA",001ed00000hdQUv,"ASTRUM CRO, SL",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000hdQUvAAM
BLUEFORS OY,0010M00001VMeSq,Bluefors Oy,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001VMeSqQAL
"BLUEROCK REAL ESTATE HOLDINGS, LLC",0010M00001P0I0Y,Bluerock Capital Markets LLC,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001P0I0YQAV
BLUEVOYANT LLC,0010M00001PE06k,BlueVoyant,,Unified/Harmonized,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001PE06kQAD
BLUWAVE,0010M00001QaXNQ,Bluwave,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QaXNQQA3
"BMC SOFTWARE, INC.",001ed00000bExJ4,"BMC Helix, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000bExJ4AAK
"BMC SOFTWARE, INC.",0013000000M2mxy,"BMC Software, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2mxyAAB
"BMC SOFTWARE, INC.",0013000000M2mxy,"BMC Software, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2mxyAAB
"BMC SOFTWARE, INC.",0013000000M2mxy,"BMC Software, Inc.",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2mxyAAB
BMIND SALES MAKER COMPANY SL,0013y00001fo22o,JAKALA SPAIN AND LATAM S.L.,,No Production Usage,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001fo22oAAA
BNP PARIBAS,0010M00001WYBox,Axepta BNP Paribas Benelux,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001WYBoxQAH
BNP PARIBAS,0010M00001WYBox,Axepta BNP Paribas Benelux,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001WYBoxQAH
BNQ MANAGEMENT,0013y00001Z0gKD,BNQ Management,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001Z0gKDAAZ
BNQ MANAGEMENT,0013y00001Z0gKD,BNQ Management,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001Z0gKDAAZ
BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM,0013y00001cjzOE,Federal Reserve Bank of Kansas City - Public Affairs Group,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cjzOEAAY
BOARD OF GOVERNORS STATE UNIVERSITY SYSTEM OF FLORIDA,0013y00001fokYd,University of Florida: Institute for Food & Agricultural Sciences AI/BI,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001fokYdAAI
BOARD OF GOVERNORS STATE UNIVERSITY SYSTEM OF FLORIDA,0013y00001fT166,University of Florida: The Lastinger Center - Education Cloud,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001fT166AAC
BOARD OF GOVERNORS STATE UNIVERSITY SYSTEM OF FLORIDA,0013000001EYWJB,"University of Florida Foundation, Inc.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001EYWJBAA5
BOARD OF GOVERNORS STATE UNIVERSITY SYSTEM OF FLORIDA,0013000001EYWJB,"University of Florida Foundation, Inc.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001EYWJBAA5
BOARD OF REGENTS OF THE UNIVERSITY SYSTEM OF GEORGIA,0013000000M1dUm,Georgia State University (DBA),,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000M1dUmAAJ
"BOARD OF REGENTS, UTAH STATE",0010M00001SeWBR,Utah State University - Enterprise,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SeWBRQA3
"BOARD OF REGENTS, UTAH STATE",0013000000Zm7ls,Snow College,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Zm7lsAAB
"BOARD OF REGENTS, UTAH STATE",0013000000Zm7ls,Snow College,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Zm7lsAAB
BODEGA MONTEVIEJO,001ed00000TMIIa,Bodega Monteviejo,,Segment/Predict,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000TMIIaAAP
"BODESA, S.A.P.I. DE C.V.",0013000000rnryn,"Bodesa, S.A.P.I. De C.V.",,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rnrynAAA
"BODESA, S.A.P.I. DE C.V.",0013000000rnryn,"Bodesa, S.A.P.I. De C.V.",,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rnrynAAA
"BODYFRIEND CO.,LTD (MC)",0013y00001eHxSq,"BODYFRIEND Co.,Ltd (MC)",,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001eHxSqAAK
BOLOGNA GOMME SRL,0013y00001ce5tB,BOLOGNA GOMME SRL,,Activate Anywhere,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001ce5tBAAQ
BOMBARDIER INC,00130000008ebNg,Bombardier Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008ebNgAAI
BOMBARDIER INC,00130000008ebNg,Bombardier Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008ebNgAAI
BOMBARDIER INC,00130000008ebNg,Bombardier Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000008ebNgAAI
"BOMGAARS SUPPLY, INC.",0013000000royNI,"Bomgaars Supply, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000royNIAAY
"BOMGAARS SUPPLY, INC.",0013000000royNI,"Bomgaars Supply, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000royNIAAY
"BOMGAARS SUPPLY, INC.",0013000000royNI,"Bomgaars Supply, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000royNIAAY
BOOKING HOLDINGS INC.,0013y00001be54i,Booking.com B.V.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001be54iAAA
BOOKING HOLDINGS INC.,0013y00001dLtC7,Booking.com BV - B2B Accommodations,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001dLtC7AAK
BOOKING HOLDINGS INC.,0013y00001dLtC7,Booking.com BV - B2B Accommodations,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001dLtC7AAK
BOOKING HOLDINGS INC.,0013y00001dLtC7,Booking.com BV - B2B Accommodations,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013y00001dLtC7AAK
BOOKING HOLDINGS INC.,0013000000LAnay,Booking.com BV,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000LAnayAAD
BOOKSY INTERNATIONAL SP Z O O,001ed00000sTKcA,BOOKSY INTERNATIONAL SP Z O O***,,Unified/Harmonized,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000sTKcAAAW
BOOKSY INTERNATIONAL SP Z O O,001ed00000sTKcA,BOOKSY INTERNATIONAL SP Z O O***,,Unified/Harmonized,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000sTKcAAAW
BOOKSY INTERNATIONAL SP Z O O,001ed00000sTKcA,BOOKSY INTERNATIONAL SP Z O O***,,Unified/Harmonized,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000sTKcAAAW
"BOOMI, LP",00130000000dubw,"Boomi, LP",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000000dubwAAA
BOOSTER FINANCIAL SERVICES LIMITED,0010M00001Qkr96,Booster Financial Services Limited,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Qkr96QAB
"BOOT BARN HOLDINGS, INC.",0013000001JyYNc,"Boot Barn, Inc.",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001JyYNcAAN
BOOXAI TECHNOLOGIES LTD,0013y00001cg65Y,BooxAI Technologies LTD,,Activate Anywhere,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cg65YAAQ
BOREAL COBERTURA DE SALUD,0013y00001emP2V,Boreal Cobertura de Salud,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001emP2VAAU
BORUSSIA DORTMUND GMBH & CO. KOMMANDITGESELLSCHAFT AUF AKTIEN,0013000000hKxn7,Borussia Dortmund GmbH & Co. KG auf Aktien,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hKxn7AAC
BOSCOLO HOSPITALITY SRL,0013000001CCtDP,BOSCOLO TOURS SPA,,Connected (including zero copy),12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CCtDPAA1
BOSE CORPORATION,0010M00001S9GBw,Bose Corporation*,,Segment/Predict,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001S9GBwQAN
BOSE CORPORATION,0010M00001S9GBw,Bose Corporation*,,Segment/Predict,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001S9GBwQAN
BOSKALIS WESTMINSTER DREDGING B.V.,00130000004n6wn,CRF International Holding B.V.,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000004n6wnAAA
BOSTON SCIENTIFIC CORPORATION,0013000001GXFhT,Boston Scientific Corporation**,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GXFhTAAX
BOSTON SCIENTIFIC CORPORATION,0013000001GXFhT,Boston Scientific Corporation**,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GXFhTAAX
BOSTON SCIENTIFIC CORPORATION,0013000001GXFhT,Boston Scientific Corporation**,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001GXFhTAAX
"BOTANIC TONICS, LLC",0013y00001bf2oE,Botanic Tonics,,Activate Anywhere,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001bf2oEAAQ
BOTTOM LINE INC,0013000000ZjaKv,Bottom Line NPC Org,,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZjaKvAAJ
BOUTIQUE RECRUITING,0010M00001Ytwho,Boutique Recruiting,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001YtwhoQAB
BOUTIQUE RECRUITING,0010M00001Ytwho,Boutique Recruiting,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001YtwhoQAB
BOUYGUES,0013000000hL0Kl,Bouygues Telecom,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hL0KlAAK
BOUYGUES,0013000000hL0Kl,Bouygues Telecom,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hL0KlAAK
BOUYGUES,0013000000hL0Kl,Bouygues Telecom,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hL0KlAAK
BOUYGUES,0013000000hL0Kl,Bouygues Telecom,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hL0KlAAK
BOUYGUES,0013000000hL0Kl,Bouygues Telecom,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hL0KlAAK
BP P.L.C.,0010M00001Qahqo,bp International Ltd,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QahqoQAB
