customer,acct_id,acct_nm,OU Mapping,Customer Usage Category,tenure_segment,Low Consumption Customer,cust_crr_classification,Data Date,customer_dc_aov,cust_data_cloud_crr,Account Count,Count,Acct_ID_18
FS INVESTMENTS - 3RD ORG (ORIGINAL),0013y00001d72bP,"Franklin Square Holdings, L.P.",,No Production Usage,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d72bPAAQ
FSA STORE INC.,0013y00001cYIsN,FSA Store Inc (OMS Org),,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cYIsNAAW
FSA STORE INC.,0013y00001cYIsN,FSA Store Inc (OMS Org),,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cYIsNAAW
FSA STORE INC.,0013y00001cYIsN,FSA Store Inc (OMS Org),,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cYIsNAAW
"FTL CAPITAL PARTNERS, LLC",0013000000hMVuL,FTL Finance,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMVuLAAW
"FTL CAPITAL PARTNERS, LLC",0013000000hMVuL,FTL Finance,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hMVuLAAW
FUJI CORPORATION,0013000000ZlAUE,FUJI CORPORATION,,Activate Anywhere,9-12 Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000ZlAUEAA3
FUJIFILM HOLDINGS CORPORATION,0010M00001JzhiU,FUJIFILM Holdings Corporation (Org:FUJIFILM Europe GmbH),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001JzhiUQAR
FUJIFILM HOLDINGS CORPORATION,0013000000LiOcn,"FUJIFILM MEDICAL CO., LTD.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000LiOcnAAF
"FUJIMATSU CO.,LTD.",001ed000006SzTJ,"FUJIMATSU Co.,Ltd.",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed000006SzTJAA0
FUJITSU LIMITED,0010M00001SJK2K,FUJITSU LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SJK2KQAX
FUJITSU LIMITED,0013y00001bfDTI,Fujitsu Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001bfDTIAA2
FUJITSU LIMITED,0013000000NSxJU,FUJITSU LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000NSxJUAA1
FUJITSU LIMITED,0013000000NSxJU,FUJITSU LIMITED,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000NSxJUAA1
"FUKKEN CO.,LTD.",0013000000ZlAa3,"FUKKEN CO.,LTD.",,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZlAa3AAF
"FUKUOKA FINANCIAL GROUP, INC.",0013000000JIZJX,"Fukuoka Financial Group, Inc.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JIZJXAA5
"FUKUOKA FINANCIAL GROUP, INC.",0013000000JIZJX,"Fukuoka Financial Group, Inc.",,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JIZJXAA5
"FULL CIRCLE INSIGHTS, INC. (ACQUIRED BY CONQUER 2025)",0013000000hIbnm,"Full Circle Insights, Inc. (Acquired by Conquer 2025)",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000hIbnmAAC
"FULL SAIL, INC.",0010M00001QarjC,Full Sail University - HEDA Org 2.0,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QarjCQAR
FULTON FINANCIAL CORPORATION,0010M00001SIwbS,Fulton Financial Corporation (nCino Org),,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SIwbSQAT
FULTON FINANCIAL CORPORATION,0010M00001SIwbS,Fulton Financial Corporation (nCino Org),,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SIwbSQAT
FUNDACAO CPQD CENTRO DE PESQUISA E DESENVOLVIMENTO EM TELECOMUNICACOES,0013000001CCmXY,CPqD,,Activate Anywhere,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000001CCmXYAA1
FUNDACIO GASPAR ESPUÑA CETT,0013000001CBf51,CETT S.A.,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CBf51AAD
FUNDACIO PER A LA UNIVERSITAT OBERTA DE CATALUNYA,0013y00001dxwho,UOC - Fourth Org,,No Production Usage,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001dxwhoAAA
FUNDACIO PRIVADA EINA,0013y00001g9J7q,EINA - Centre Universitari de Disseny i Art de Barcelona,,Connected (including zero copy),0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001g9J7qAAE
FUNDACION BANCO SANTANDER,0010M00001Yb1tg,Fundacion Banco Santander,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001Yb1tgQAB
FUNDACION CRUZ ROJA ESPAÑOLA,00130000002xJKh,CRUZ ROJA ESPAÑOLA,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xJKhAAM
FUNDACIÓN FERO,0013y00001d0LnZ,Fundación FERO,,Connected (including zero copy),0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001d0LnZAAU
FUNDACION GRUPO SOCIAL O LA FUNDACION GRUPO SOCIAL,0013000000IkncW,Banco Caja Social S.A.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000IkncWAAR
FUNDACION GRUPO SOCIAL O LA FUNDACION GRUPO SOCIAL,0013000000IkncW,Banco Caja Social S.A.,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000IkncWAAR
FUNDACION MAHOU SAN MIGUEL,0013000001MrYEW,Mahou S.A. (B2C),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001MrYEWAA3
FUNDACION MAHOU SAN MIGUEL,0013000001MrYEW,Mahou S.A. (B2C),,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000001MrYEWAA3
FUNDACION MAPFRE FUNDACION CULTURAL PRIVADA,0013y00001cSaoO,Aliança do Brasil Seguros S/A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cSaoOAAS
FUNDACION MAPFRE FUNDACION CULTURAL PRIVADA,0013y00001cSaoO,Aliança do Brasil Seguros S/A.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cSaoOAAS
FUNDACION OXFAM INTERMON FUNDACION PRIVADA,0013y00001eTyuv,Oxfam Intermon,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eTyuvAAC
FUNDACIÓN PARENTES,0013y00001d7RsU,Fundación Parentes,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001d7RsUAAU
"FUNKO, INC.",0013y00001d7TSE,FUNKO (Primary Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001d7TSEAA2
FUSION DENTAL IMPLANTS,001ed00000XW98T,Fusion Dental Implants,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000XW98TAAT
"FUTEBOL CLUBE DO PORTO, FUTEBOL",00130000016gCjK,"FUTEBOL CLUBE DO PORTO - FUTEBOL, SAD",,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016gCjKAAU
FUTURUM BANK AG,001ed00000NwNyI,Futurum Bank AG,,Segment/Predict,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000NwNyIAAV
FUTURUM BANK AG,001ed00000NwNyI,Futurum Bank AG,,Segment/Predict,6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000NwNyIAAV
FUZZY AD OFFICE INC.,0013000000NPyzd,FUZZY AD OFFICE INC.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000NPyzdAAD
G ADVENTURES INC,0013000000Kv7dg,G Adventures,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Kv7dgAAB
G HOLDINGS LLC,0010M00001Xxmfl,GAF Materials LLC - 2nd Org,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001XxmflQAB
G HOLDINGS LLC,0010M00001Xxmfl,GAF Materials LLC - 2nd Org,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001XxmflQAB
GA TECHNOLOGIES INC.,00130000016h0dY,"PARTNERS CO., LTD.",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000016h0dYAAQ
"GAGGLE.NET, INC.",0013000000M2t5i,"Gaggle.net, Inc. (SDR NO TOUCH)",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2t5iAAB
GALERIE THADDAEUS ROPAC,0013y00001emNjX,GALERIE THADDAEUS ROPAC,,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001emNjXAAU
GALILEO DODICI S.À R.L.,0013000000Jjhos,U-POWER GROUP S.P.A,,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JjhosAAB
GAMMA INTERACTIVE INC.,0010M00001QjslL,Gamma Interactive Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QjslLQAR
"GANNETT CO., INC.",0013000000hK7UN,Gannett Supply Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hK7UNAA0
"GANNETT CO., INC.",0013000000hK7UN,Gannett Supply Corporation,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0013000000hK7UNAA0
GATEWAY HEALTH,0010M00001SI8bq,Gateway Health,,Activate Anywhere,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SI8bqQAD
GAVI ALLIANCE,0013y00001d9FDP,GAVI*,,Segment/Predict,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d9FDPAA2
GCF IV HOLDING C.V.,0013000001GUWNw,DMS Daten Management Service GmbH,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GUWNwAAP
GCI GLOBAL VENTURES,0013y00001cCcd7,Brillio Technologies Pvt Ltd,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001cCcd7AAC
GD SERVICES SRL,001ed00000CVAXJ,GD Services Srl org2,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000CVAXJAA5
GE HEALTHCARE TECHNOLOGIES INC.,00100000001nu5D,GE Precision Healthcare LLC,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001nu5DAAQ
GE HEALTHCARE TECHNOLOGIES INC.,00100000001nu5D,GE Precision Healthcare LLC,,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001nu5DAAQ
GE VERNOVA INC.,0010M00001QmKtt,GE Vernova International LLC,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001QmKttQAF
GEARSET LIMITED,0010M00001Z0BhE,Gearset (final),,Activate Anywhere,9-12 Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001Z0BhEQAV
GEBR. HEINEMANN SE & CO. KG,00130000002xDeq,Gebr. Heinemann SE & Co. KG,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00130000002xDeqAAE
GEBR. HEINEMANN SE & CO. KG,00130000002xDeq,Gebr. Heinemann SE & Co. KG,,Activate Anywhere,12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,00130000002xDeqAAE
GEBR. KNAUF KG,001000000027wMV,USG Corporation**,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001000000027wMVAAY
GEBR. KNAUF KG,001000000027wMV,USG Corporation**,,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001000000027wMVAAY
GEFIX SNC,0013000001Ig7db,GEFIX SNC,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001Ig7dbAAB
GEMEENTE ALMERE,0013000000JHxP7,Gemeente Almere,,Connected (including zero copy),6-9 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000JHxP7AAL
GENERAL DYNAMICS CORPORATION,0013000000ZknYT,GDIT / General Dynamics Information Technology (Primary Account),,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000ZknYTAAZ
"GENERAL MILLS, INC.",0013y00001cQ3Et,"General Mills, Inc.",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013y00001cQ3EtAAK
"GENERAL MILLS, INC.",0013y00001cQ3Et,"General Mills, Inc.",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013y00001cQ3EtAAK
"GENERAL MILLS, INC.",0013y00001cQ3Et,"General Mills, Inc.",,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,0013y00001cQ3EtAAK
GENERAL MOTORS COMPANY,00100000001axha,"General Motors Holdings, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001axhaAAA
GENERAL MOTORS COMPANY,00100000001axha,"General Motors Holdings, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001axhaAAA
GENERAL MOTORS COMPANY,00100000001axha,"General Motors Holdings, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001axhaAAA
GENERAL MOTORS COMPANY,00100000001axha,"General Motors Holdings, LLC",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00100000001axhaAAA
GENERATION DEVELOPMENT GROUP,0010M00001QnXun,Implemented Portfolios Pty Ltd,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001QnXunQAF
"GENERATION YOU EMPLOYED, INC.",0010M00001UEbix,"Generation: You Employed, Inc.",,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001UEbixQAD
GENETIC SIGNATURES,0010M00001SIRYb,Genetic Signatures,,Unified/Harmonized,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001SIRYbQAP
GENMAB A/S,001ed00000OaSfu,Genmab US - SAP,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000OaSfuAAF
GENOSSENSCHAFT KPT,0013000001GUjzx,KPT Krankenkasse AG,,No Production Usage,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GUjzxAAD
GENOSSENSCHAFT KPT,0013000001GUjzx,KPT Krankenkasse AG,,No Production Usage,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001GUjzxAAD
GENPACT LIMITED,0013000000rmrfJ,Genpact India Private Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000rmrfJAAQ
"GEOFORCE, INC.",0013000000Jgo2R,"Geoforce, Inc.",,Unified/Harmonized,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000Jgo2RAAR
GEORGALIS INVESTMENTS PTY LTD,0013000001CCv4i,GEOCON GROUP PTY LTD,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000001CCv4iAAD
"GEORGE BROWN COLLEGE OF APPLIED ARTS AND TECHNOLOGY, THE",0010M00001SeOHm,George Brown College -  Liaison & Recruitment Department,,Connected (including zero copy),12+ Months,Consumption >10k,Consuming,2-Jan,,,1,1,0010M00001SeOHmQAN
GEORGES,001ed00000hEVkm,Georges,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000hEVkmAAG
GERARDO SACCO & C. S.R.L,001ed00000CgOtU,GERARDO SACCO & C. S.R.L,,Activate Anywhere,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000CgOtUAAV
GERARDO SACCO & C. S.R.L,001ed00000CgOtU,GERARDO SACCO & C. S.R.L,,Activate Anywhere,9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,001ed00000CgOtUAAV
GERDAU S/A,0013000000JiWhQ,Gerdau S.A.,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JiWhQAAV
GERENCIA DE INFORMATICA DE LA SEGURIDAD SOCIAL,0013y00001d6mGA,Gerencia De Informatica De La Seguridad Social (Giss),,Connected (including zero copy),12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d6mGAAAY
GERHARD SCHUBERT GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,00130000002xEOJ,Gerhard Schubert Gesellschaft mit beschränkter Haftung,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000002xEOJAA2
GESA CREDIT UNION,0013y00001cSfgE,Gesa Credit Union,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cSfgEAAS
"GESTION BÉLANGER, BERNARD LTÉE",0013y00001cosU0,"Premier Tech Digital, une unité d’affaires de Mirego Inc (Org#6 PTG)",,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cosU0AAI
GESTION MEUBLES RD INC,0013y00001Y0Spq,Meubles RD,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001Y0SpqAAF
GESTION MEUBLES RD INC,0013y00001Y0Spq,Meubles RD,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001Y0SpqAAF
GESTIONE CREDITI PUBBLICI S.R.L.,001ed000007skGP,GESTIONE CREDITI PUBBLICI S.R.L.,,Activate Anywhere,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed000007skGPAAY
GFB FINANZ- UND BETEILIGUNGSGESELLSCHAFT MBH,0013000000HF6Mc,Dr. Glinz COVIS GmbH,,Connected (including zero copy),3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000HF6McAAL
"GIFT PAD CO.,LTD.",0010M00001SJ8wN,"Gift Pad Co.,Ltd.",,No Production Usage,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001SJ8wNQAT
GIGAMON INC.,0013000000CGwgV,Gigamon Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000CGwgVAAT
GIGAMON INC.,0013000000CGwgV,Gigamon Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000CGwgVAAT
GIGI INC.,0010M00001bm2gH,Gigi Inc.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001bm2gHQAQ
"GILEAD SCIENCES, INC.",001ed00000Xorir,Gilead Sciences Inc.,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000XorirAAB
"GILEAD SCIENCES, INC.",001ed00000Xorir,Gilead Sciences Inc.,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000XorirAAB
"GILEAD SCIENCES, INC.",001ed00000Xorir,Gilead Sciences Inc.,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000XorirAAB
GILTRAP GROUP HOLDINGS LIMITED,0013000001L6Yz4,Motorcorp Distributors Limited (Jaguar Land Rover New Zealand),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001L6Yz4AAF
GILTRAP GROUP HOLDINGS LIMITED,0013000001L6Yz4,Motorcorp Distributors Limited (Jaguar Land Rover New Zealand),,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000001L6Yz4AAF
GIORGIO ARMANI CORPORATION,00130000002xI5m,Giorgio Armani S.p.A.,,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,00130000002xI5mAAE
GIORGIO ARMANI CORPORATION,00130000002xI5m,Giorgio Armani S.p.A.,,Activate Anywhere,12+ Months,CDP Only,No CRR,2-Jan,,,1,1,00130000002xI5mAAE
GIREVE,0010M00001P0P4b,GIREVE,,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0010M00001P0P4bQAF
GIRTZ INDUSTRIES INC,0013000000M2S1w,Girtz Industries Inc,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000M2S1wAAF
GITGO,0013y00001cQFEM,Gitgo,,Activate Anywhere,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001cQFEMAA4
GIVAUDAN SA,0013y00001cHXPw,Givaudan International SA,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001cHXPwAAO
GIVEAWAY GIRLS PTY LTD,001ed00000QfNTA,Giveaway Girls PTY LTD,,No Production Usage,3-6 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000QfNTAAA3
"GIVERY, INC.",0013y00001XzWMF,GIVERY.INC.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001XzWMFAA3
"GIVERY, INC.",0013y00001XzWMF,GIVERY.INC.,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001XzWMFAA3
GIVING HOME HEALTH CARE LLC,0013y00001eZGLr,"Giving Home Health Care, LLC",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eZGLrAAO
GIVING HOME HEALTH CARE LLC,0013y00001eZGLr,"Giving Home Health Care, LLC",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eZGLrAAO
GIVING HOME HEALTH CARE LLC,0013y00001eZGLr,"Giving Home Health Care, LLC",,Segment/Predict,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013y00001eZGLrAAO
GJS GROUP AUSTRALIA PTY LIMITED,0010M00001QmMQM,GJS,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0010M00001QmMQMQA3
GLASS TOPCO LIMITED,0013000000994QE,Retelit SpA,,Unified/Harmonized,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000994QEAAY
GLASTON OYJ ABP,0013000000JxkG9,Glaston Corporation,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JxkG9AAJ
GLASTON OYJ ABP,0013000000JxkG9,Glaston Corporation,,Connected (including zero copy),9-12 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000JxkG9AAJ
GLOBAL BLUE GROUP HOLDING AG,0010M00001WYt4s,Global Blue SA - Contact Center org,,Unified/Harmonized,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WYt4sQAD
GLOBAL BLUE GROUP HOLDING AG,0010M00001WYt4s,Global Blue SA - Contact Center org,,Unified/Harmonized,9-12 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0010M00001WYt4sQAD
"GLOBAL BUSINESS TRAVEL ASSOCIATION, INC.",0013000000hLUrn,Global Business Travel Association,,Connected (including zero copy),6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000hLUrnAAG
"GLOBAL BUSINESS TRAVEL GROUP, INC.",001ed00000YDtUX,GBT Travel Services UK Limited (Data Cloud Home Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000YDtUXAA1
"GLOBAL BUSINESS TRAVEL GROUP, INC.",001ed00000YDtUX,GBT Travel Services UK Limited (Data Cloud Home Org),,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed00000YDtUXAA1
"GLOBAL DATA CONSULTANTS, LLC",00130000008UrkQ,"Global Data Consultants, Llc",,Segment/Predict,6-9 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,00130000008UrkQAAS
GLOBAL ENGINEERING SERVICES N.V.,00130000006dLyF,JCB Sales Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000006dLyFAAU
GLOBAL ENGINEERING SERVICES N.V.,00130000006dLyF,JCB Sales Limited,,Activate Anywhere,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,00130000006dLyFAAU
GLOBAL PAYMENTS INC.,0013000000Em7DY,"Global Payments Direct, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013000000Em7DYAAZ
GLOBAL PAYMENTS INC.,00100000001Fgxb,"Global Payments Direct, Inc.",,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,00100000001FgxbAAC
"GLOBAL POVERTY PROJECT, INC.",0013000000rnwwA,Global Citizen,,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rnwwAAAQ
"GLOBAL POVERTY PROJECT, INC.",0013000000rnwwA,Global Citizen,,Unified/Harmonized,0-3 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013000000rnwwAAAQ
GLOBAL REACH HOLDINGS LIMITED,0013y00001h6oNs,Harbour Hotels Data Cloud Org,,Activate Anywhere,12+ Months,Consumption >10k,Consuming Well,2-Jan,,,1,1,0013y00001h6oNsAAI
"GLOBAL TRUST NETWORKS,INC.",0013000000KMBhd,"Global Trust Networks Co.,Ltd.",,Unified/Harmonized,12+ Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,0013000000KMBhdAAH
GLOBOLOSYS FASHION PRIVATE LIMITED,0013y00001g5O9X,GLOBOLOSYS FASHION PRIVATE LIMITED,,Segment/Predict,12+ Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001g5O9XAAU
GLOBRANDS LTD,0013y00001d0JR6,Globrands LTD,,Activate Anywhere,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d0JR6AAM
GLOBRANDS LTD,0013y00001d0JR6,Globrands LTD,,Activate Anywhere,3-6 Months,Low Consumption,Under Consuming,2-Jan,,,1,1,0013y00001d0JR6AAM
GLOW BRANDS,001ed000008jIKP,Glow Brands,,No Production Usage,0-3 Months,Consumption >10k,Under Consuming,2-Jan,,,1,1,001ed000008jIKPAA2
