ACCT_ID_18,ACCOUNT_ID,ACCOUNT_NAME,IS_PROVISIONED,INTERNALDATAPIPELINE,STREAMINGCI,STREAMINGACTIONS,Activate DMO - Streaming,BATCHCI,BATCHPROFILEUNIFICATION,SUBSECONDREALTIMEEVENTS,INFERENCEENGINE,BATCHINGEST,ACCELERATEDQUERIES,DATAQUERIES,STREAMTRANSFORM,DATASHARESCHANGED,REALTIMEPROFILEAPI,BATCHTRANSFORM,SEGMENTS,DATASHARESACCESSED,STREAMINGEST,BATCHACTIVATIONPROCESSED,PRIVATECONNECTDATAPROCESSED,UNSTRUCTUREDDATAPROCESSED
0010M00001U444eQAB,0010M00001U444e,"Vigience, Inc - ISV Edition",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U45JpQAJ,0010M00001U45Jp,IXON B.V.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9plKQAR,0010M00001U9plK,Stratus,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9prXQAR,0010M00001U9prX,"NewEdge Capital Group, NEW",Y,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9qGDQAZ,0010M00001U9qGD,Limitless Digital Group,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
0010M00001U9qTMQAZ,0010M00001U9qTM,Lunio AI,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9qfmQAB,0010M00001U9qfm,DeVry - AskHR,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9qg6QAB,0010M00001U9qg6,DeVry - B2B,N,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
0010M00001U9r3yQAB,0010M00001U9r3y,"Coveware, Inc.",Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9r5BQAR,0010M00001U9r5B,Clearbank Ltd,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9r5QQAR,0010M00001U9r5Q,University of Central Florida: Florida Center for Students with Unique Abilities,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9rMMQAZ,0010M00001U9rMM,Kennwerte AG,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9rmoQAB,0010M00001U9rmo,Merz North America,N,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No
0010M00001U9rqlQAB,0010M00001U9rql,Financiera OH! S.A,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9t4ZQAR,0010M00001U9t4Z,Medis Medical Imaging Systems B.V.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001U9uAoQAJ,0010M00001U9uAo,The Wyman Company,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9uQmQAJ,0010M00001U9uQm,"AXIS CO., LTD.",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001U9vPuQAJ,0010M00001U9vPu,Fox Corporation,N,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
0010M00001U9vWHQAZ,0010M00001U9vWH,Personal Collection Direct Selling Inc,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEOc7QAH,0010M00001UEOc7,Community Investment Corporation,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEOzyQAH,0010M00001UEOzy,Pentera,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEP05QAH,0010M00001UEP05,SecuriThings,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEP0XQAX,0010M00001UEP0X,XM Cyber Ltd,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEP1RQAX,0010M00001UEP1R,RTL Nederland B.V.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes
0010M00001UEPE5QAP,0010M00001UEPE5,Google LLC,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEPXPQA5,0010M00001UEPXP,Ocean Optics,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEPaYQAX,0010M00001UEPaY,"KindBody, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEPfdQAH,0010M00001UEPfd,Advantage Club,Y,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEPxwQAH,0010M00001UEPxw,FAE GROUP SPA,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEQ6AQAX,0010M00001UEQ6A,Perspectum Diagnostics,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEQ9OQAX,0010M00001UEQ9O,MEDIAPERFORMANCES,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEQG5QAP,0010M00001UEQG5,RNN Group,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEQbmQAH,0010M00001UEQbm,Elevate 215- NPSP Instance,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UER4CQAX,0010M00001UER4C,Realpro Realty Solutions Pvt Ltd,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UERb8QAH,0010M00001UERb8,4Africa,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
0010M00001UERc6QAH,0010M00001UERc6,Grupo Myt,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UERlIQAX,0010M00001UERlI,Endesa Medios y Sistemas S.L. (Endesa B2C Cosmos),Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
0010M00001UERqmQAH,0010M00001UERqm,Exercise.com,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UERvhQAH,0010M00001UERvh,Heartland Bank Australia Limited,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001UES8jQAH,0010M00001UES8j,Reirei AB,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UESVWQA5,0010M00001UESVW,NEXTEAM SERVICES,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UESVaQAP,0010M00001UESVa,Les Petits Chaperons Rouges,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UESZNQA5,0010M00001UESZN,EFFILUX,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UESdXQAX,0010M00001UESdX,PRESS UP S.R.L.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEShAQAX,0010M00001UEShA,"PORTA DA FRENTE - SOC. DE MEDIACAO IMOBILIARIA, LDA.",Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UET9uQAH,0010M00001UET9u,DLPO K.K.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UETZMQA5,0010M00001UETZM,"BOYD WEALTH MANAGEMENT, LLC",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001UETdPQAX,0010M00001UETdP,"Distributed Solar Development, LLC (DSD Renewables)",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UETliQAH,0010M00001UETli,McKesson Canada Corporation,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UETzOQAX,0010M00001UETzO,Bolder CRM,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEU36QAH,0010M00001UEU36,Great Commission Association of Southern Baptist Churches,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEUCNQA5,0010M00001UEUCN,Vertex Valores,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEUIBQA5,0010M00001UEUIB,JERONIMO MARTINS COLOMBIA S.A.S.,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
0010M00001UEURjQAP,0010M00001UEURj,Banco BMG (Atacado),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEUeOQAX,0010M00001UEUeO,Everflow Water,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEV0FQAX,0010M00001UEV0F,Renfe Viajeros ( Loyalty ),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEVHLQA5,0010M00001UEVHL,Ware2Go Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
0010M00001UEVHuQAP,0010M00001UEVHu,Health Care Service Corp (HCSC) - ACE,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEVJHQA5,0010M00001UEVJH,2X Global,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEVWuQAP,0010M00001UEVWu,Mobilocredit,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEVdqQAH,0010M00001UEVdq,Revanix Biomedical,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEVm4QAH,0010M00001UEVm4,Calidad Pascual S.A.U,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
0010M00001UEVrsQAH,0010M00001UEVrs,Cummins India Limited,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEWc2QAH,0010M00001UEWc2,Felton Industries,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEWxZQAX,0010M00001UEWxZ,"kyodo Rubber Co.,Ltd.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEXNrQAP,0010M00001UEXNr,EKO-SAN PLUS d.o.o.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEXOGQA5,0010M00001UEXOG,Kaiko,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEXr3QAH,0010M00001UEXr3,The Stratford Group,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEXs1QAH,0010M00001UEXs1,Safio Solutions,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEXwwQAH,0010M00001UEXww,"Lucas Oil Products, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEY84QAH,0010M00001UEY84,"inContact, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEYFeQAP,0010M00001UEYFe,St. Baldrick's Foundation,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEYG3QAP,0010M00001UEYG3,Healthcare Financing of America,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0010M00001UEYQrQAP,0010M00001UEYQr,Anderson Power Services,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEYTHQA5,0010M00001UEYTH,Solvd,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0010M00001UEYUoQAP,0010M00001UEYUo,"Lab5, LLC",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEYWQQA5,0010M00001UEYWQ,EF Language Learning Solutions AG,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEYWfQAP,0010M00001UEYWf,Renta Nacional Compañia de Seguros Generales S.A,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEYcsQAH,0010M00001UEYcs,Laserline GmbH,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEYkmQAH,0010M00001UEYkm,PANJIT INTERNATIONAL INC.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEYlpQAH,0010M00001UEYlp,Ceili Oy,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEZ4EQAX,0010M00001UEZ4E,Airwallex (Hong Kong) Limited,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEZO5QAP,0010M00001UEZO5,Hilco Streambank,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEZRsQAP,0010M00001UEZRs,Cerebras Systems*,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEZVuQAP,0010M00001UEZVu,Baby Give Back,Y,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEZYUQA5,0010M00001UEZYU,Portage Point Partners (TAB),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEZbsQAH,0010M00001UEZbs,Rocky Mountain Men's Clinic (PromenIQ Restorative Health),Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
0010M00001UEZvOQAX,0010M00001UEZvO,The Caputo Group*,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEa1HQAT,0010M00001UEa1H,Epic Cycles Inc.,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
0010M00001UEaErQAL,0010M00001UEaEr,Easy Parcel S.r.l.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEaGdQAL,0010M00001UEaGd,Sourcr,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEaNFQA1,0010M00001UEaNF,MediaLab (MAIN),Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
0010M00001UEaUGQA1,0010M00001UEaUG,"FNI Healthcare, Inc",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEadhQAD,0010M00001UEadh,Cash App,N,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEal2QAD,0010M00001UEal2,Novera Solution (Comm),N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEatVQAT,0010M00001UEatV,Imagequix (now Captura),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEayLQAT,0010M00001UEayL,Inmotion Ventures Limited,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001UEayaQAD,0010M00001UEaya,Elsea srl,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEb1PQAT,0010M00001UEb1P,Blink Charging,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEbDqQAL,0010M00001UEbDq,Anthelion Impact GmbH,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEbXpQAL,0010M00001UEbXp,"Pantero, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEbaUQAT,0010M00001UEbaU,Xperi Corporation,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEbe2QAD,0010M00001UEbe2,Merck Sharp & Dohme LLC,Y,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
0010M00001UEbixQAD,0010M00001UEbix,"Generation: You Employed, Inc.",Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEbkAQAT,0010M00001UEbkA,IDB Invest,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEcB5QAL,0010M00001UEcB5,A2A Energia S.p.A.,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
0010M00001UEcfPQAT,0010M00001UEcfP,Ubicquia (New Org),Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEcrQQAT,0010M00001UEcrQ,Industrias Cazel,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEcwQQAT,0010M00001UEcwQ,GROUPE BERGER LEVRAULT,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEdWxQAL,0010M00001UEdWx,Ex-Guard (Main),Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
0010M00001UEdoSQAT,0010M00001UEdoS,Reach Home Loans,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEeh3QAD,0010M00001UEeh3,Proplan AS,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEekWQAT,0010M00001UEekW,Lev.dk,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
0010M00001UEfA0QAL,0010M00001UEfA0,Massachusetts Materials Technologies,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEfVcQAL,0010M00001UEfVc,AXA Assistance,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEfphQAD,0010M00001UEfph,AC FRANCE,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEfvaQAD,0010M00001UEfva,CREDIT AGRICOLE CONSUMER FINANCE SPAIN EFC S.A.U.,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
0010M00001UEgAVQA1,0010M00001UEgAV,Pantastic,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEgBYQA1,0010M00001UEgBY,Moyabaca,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001UEgFVQA1,0010M00001UEgFV,Hospitality Finder,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEgGOQA1,0010M00001UEgGO,ENEOS Power Corporation,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
0010M00001UEgGiQAL,0010M00001UEgGi,DPG Media Services NV,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
0010M00001UEgfOQAT,0010M00001UEgfO,thomas Inc.,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEgo6QAD,0010M00001UEgo6,Oxfam Australia,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEgoaQAD,0010M00001UEgoa,"OpenStreet Co.,Ltd.",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001UEh1tQAD,0010M00001UEh1t,"Anna Advisors Co.,Ltd",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEhD1QAL,0010M00001UEhD1,GERB JAPAN,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001UEhgSQAT,0010M00001UEhgS,AGRILAND,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
0010M00001UEhqIQAT,0010M00001UEhqI,AIZ LIMITED COMPANY,Y,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
0010M00001UEi3gQAD,0010M00001UEi3g,"NISSHO JITSUGYO Co.,Ltd.",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001UEi66QAD,0010M00001UEi66,Ministère de l'intérieur,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZG9QAP,0010M00001ULZG9,"adHere, Inc.",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZJSQA5,0010M00001ULZJS,VRIFY,Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
0010M00001ULZKGQA5,0010M00001ULZKG,LED Indy,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZKaQAP,0010M00001ULZKa,Baylor College of Medicine - Corporate Partnerships,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZPzQAP,0010M00001ULZPz,Luxury Presence,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001ULZQ9QAP,0010M00001ULZQ9,Flow Telecommunications,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZS5QAP,0010M00001ULZS5,"RYOBI SYSTEMS CO., LTD.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULZSUQA5,0010M00001ULZSU,Merck Sharp & Dohme LLC,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010M00001ULZsNQAX,0010M00001ULZsN,O.T.A. SRL,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
0010M00001ULZwjQAH,0010M00001ULZwj,Light For the World Belgium,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
0010M00001ULZxDQAX,0010M00001ULZxD,Advisors Excel,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULbM4QAL,0010M00001ULbM4,"Stericycle, Inc. (Monarch) - Org ID 00Df40000023wCj",Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
0010M00001ULbtcQAD,0010M00001ULbtc,Encelade-Conseil,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULc3SQAT,0010M00001ULc3S,"MACOOLEY BROKERS, AGENTE DE SEGUROS SA de CV MBA161004PB9",Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULcRPQA1,0010M00001ULcRP,"BANDAI SPIRITS CO., LTD.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001ULcX8QAL,0010M00001ULcX8,United Nations Volunteers (UNV),Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001ULdFUQA1,0010M00001ULdFU,"FCE Process & Technology Co., Ltd.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULdWpQAL,0010M00001ULdWp,Cypress.io,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULdqVQAT,0010M00001ULdqV,MadanPlus,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULeULQA1,0010M00001ULeUL,"Tackle.io, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULebgQAD,0010M00001ULebg,KDDI Digital Design Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
0010M00001ULfGuQAL,0010M00001ULfGu,SEALED,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULfLzQAL,0010M00001ULfLz,"ACE DIRECTION, K.K.",Y,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULfRxQAL,0010M00001ULfRx,TYM CORPORATION,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
0010M00001ULfd5QAD,0010M00001ULfd5,The Coca-Cola Company,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
0010M00001ULfzfQAD,0010M00001ULfzf,Michigan State University - Land Management,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
