ACCT_ID_18,ACCOUNT_ID,ACCOUNT_NAME,IS_PROVISIONED,INTERNALDATAPIPELINE,STREAMINGCI,STREAMINGACTIONS,Activate DMO - Streaming,BATCHCI,BATCHPROFILEUNIFICATION,SUBSECONDREALTIMEEVENTS,INFERENCEENGINE,BATCHINGEST,ACCELERATEDQUERIES,DATAQUERIES,STREAMTRANSFORM,DATASHARESCHANGED,REALTIMEPROFILEAPI,BATCHTRANSFORM,SEGMENTS,DATASHARESACCESSED,STREAMINGEST,BATCHACTIVATIONPROCESSED,PRIVATECONNECTDATAPROCESSED,UNSTRUCTUREDDATAPROCESSED
00100000000wuKNAAY,00100000000wuKN,"Syska Hennessy Group, Inc.",Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000000xoKzAAI,00100000000xoKz,Rithum Corporation,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
00100000000y4SWAAY,00100000000y4SW,Vision Service Plan,N,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
00100000000yCElAAM,00100000000yCEl,"Access Management Services, LLC",Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000000yOjTAAU,00100000000yOjT,Line Drive Unlimited,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000000ybIeAAI,00100000000ybIe,Acosta Inc.*,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000000zDyLAAU,00100000000zDyL,The Nielsen Company (US) LLC,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000000zKSqAAM,00100000000zKSq,Smiths Business Information Services Ltd c/o John Crane UK Ltd,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010000000107TmAAI,0010000000107Tm,M & C RESERVATIONS SERVICES LIMITED,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
001000000010CnLAAU,001000000010CnL,March Networks Corporation,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000011gitAAA,001000000011git,"NISA Investment Advisors, LLC",Y,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
001000000011xPdAAI,001000000011xPd,Insight Partners,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
001000000012YxJAAU,001000000012YxJ,"McKinstry Co., LLC",Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
001000000012srhAAA,001000000012srh,Aetna Life Insurance Company,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
001000000012wfZAAQ,001000000012wfZ,Neuberger Berman I&I org,Y,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
001000000013NNzAAM,001000000013NNz,"AvidXchange, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000013ONzAAM,001000000013ONz,Silicon Laboratories Inc.,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No
001000000013TWWAA2,001000000013TWW,HealthEquity (Former WageWorks Org),Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
001000000014W8bAAE,001000000014W8b,"New England Controls, Inc. (aka Stellix)",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000014WRjAAM,001000000014WRj,Viasat Inc,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
001000000014qGQAAY,001000000014qGQ,Environmental Systems Research Institute Inc (ESRI).*,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
001000000015HOMAA2,001000000015HOM,Working Solutions,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
001000000015UxhAAE,001000000015Uxh,Ubiquity Retirement + Savings,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
001000000015hqyAAA,001000000015hqy,"Motorola Solutions, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
001000000015j1mAAA,001000000015j1m,Daikin Applied Americas Inc.,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000015q5LAAQ,001000000015q5L,The RBL Group,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
001000000015yzlAAA,001000000015yzl,Thermo Fisher Scientific Inc. - AIG,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
0010000000163U3AAI,0010000000163U3,Nippon Express U.S.A.   Inc.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
001000000016OdwAAE,001000000016Odw,"eVestment Alliance, LLC",Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
001000000017KqnAAE,001000000017Kqn,Cyncly - 20-20 Technologies Inc. (MAIN),Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
001000000017PhDAAU,001000000017PhD,"Avnet, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
001000000017PhqAAE,001000000017Phq,"JM Family Enterprises, Inc. - SETF SVC & MC Org",Y,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
001000000017XWPAA2,001000000017XWP,The Christian Care Ministry Inc,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000017b64AAA,001000000017b64,"Trintech, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
001000000017hniAAA,001000000017hni,Sprague Pest Solutions,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000017xToAAI,001000000017xTo,Geographic Expeditions,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
0010000000181jXAAQ,0010000000181jX,"NIKE, Inc.",N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
001000000018f72AAA,001000000018f72,GLS US,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001972OAAQ,00100000001972O,"Kratos Communications, Inc",Y,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
00100000001AIAEAA4,00100000001AIAE,ChyronHego,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001AefyAAC,00100000001Aefy,Collectors Holdings,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
00100000001AeiNAAS,00100000001AeiN,Hilton Reservation & Contact Center (HRCC),Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
00100000001BDFYAA4,00100000001BDFY,The Toro Company,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001Bl69AAC,00100000001Bl69,Marketron Broadcast Solutions,Y,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
00100000001ButZAAS,00100000001ButZ,Choice Hotels International   Inc.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001C4yZAAS,00100000001C4yZ,Symcor Inc,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001C4yxAAC,00100000001C4yx,"Professional Disposables International, Inc",Y,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
00100000001CO3XAAW,00100000001CO3X,Manhattan Telecommunications Corporation LLC,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001CZZWAA4,00100000001CZZW,Optimizely North America Inc,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001CwNbAAK,00100000001CwNb,Seagate Technology LLC,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001CwNeAAK,00100000001CwNe,Adventist Health System,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
00100000001CwNfAAK,00100000001CwNf,"FreedomRoads, LLC",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes
00100000001CwNhAAK,00100000001CwNh,Alaska Airlines,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001CwO0AAK,00100000001CwO0,"Getty Images (Seattle), Inc*",Y,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
00100000001CwOiAAK,00100000001CwOi,"Williams-Sonoma, Inc.",Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes
00100000001CwPPAA0,00100000001CwPP,California Physicians' Service d/b/a Blue Shield of California,Y,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
00100000001CwPTAA0,00100000001CwPT,Central Garden & Pet Company *,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
00100000001CwPaAAK,00100000001CwPa,Coherent Corp.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001CwQMAA0,00100000001CwQM,"The Greenbrier Companies, Inc.",Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001CwQkAAK,00100000001CwQk,"Trueblue, Inc.",Y,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
00100000001CwRMAA0,00100000001CwRM,"Nordstrom, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
00100000001CwRqAAK,00100000001CwRq,Roseburg Forest Products Co*,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
00100000001CwRxAAK,00100000001CwRx,Robert Half International Inc.,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
00100000001CwStAAK,00100000001CwSt,Trident Seafoods Corporation,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001CwSvAAK,00100000001CwSv,Qorvo US Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes
00100000001DUQrAAO,00100000001DUQr,"Allegis Group, Inc.**",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001E0joAAC,00100000001E0jo,Economic Development Board (Singapore Global Network),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001E1OPAA0,00100000001E1OP,"Heidrick & Struggles International, Inc.",Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
00100000001E3E7AAK,00100000001E3E7,"Gerson Lehrman Group, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001E4bmAAC,00100000001E4bm,Corning Incorporated,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001FeOOAA0,00100000001FeOO,British Columbia Lottery Corporation,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
00100000001FgxbAAC,00100000001Fgxb,"Global Payments Direct, Inc.",N,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
00100000001FrAvAAK,00100000001FrAv,"StandardAero Aviation Holdings, Inc (Biz Av)",Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
00100000001GPShAAO,00100000001GPSh,"PDF Solutions, Inc*",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001H5FnAAK,00100000001H5Fn,"Qualcomm Technologies International, Ltd.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001H5GUAA0,00100000001H5GU,Finisar Corporation,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001HioZAAS,00100000001HioZ,Duke Energy Business Services LLC (MAIN),Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001ILBEAA4,00100000001ILBE,City National Bank*,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001In3lAAC,00100000001In3l,BTU,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KHGxAAO,00100000001KHGx,GSC Enterprises   Inc.,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsLRAA0,00100000001KsLR,"Express Services, Inc",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsLzAAK,00100000001KsLz,National Instruments Corp,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001KsMaAAK,00100000001KsMa,TXU Energy Retail Company LLC,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsMbAAK,00100000001KsMb,"Entergy Services, LLC",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsN8AAK,00100000001KsN8,Memorial Hermann - Tableau Org*,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsNVAA0,00100000001KsNV,"Fossil Group, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001KsNjAAK,00100000001KsNj,Baker Hughes Oilfield Operations LLC****,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001KsP1AAK,00100000001KsP1,Expand Energy,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001KsQCAA0,00100000001KsQC,Six Flags Entertainment Corporation,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001L5vIAAS,00100000001L5vI,Industrielle Alliance Assurance et Services Financiers Inc,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001L5xDAAS,00100000001L5xD,Murphy-Hoffman Company,Y,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
00100000001L5xZAAS,00100000001L5xZ,MTS Systems Corporation***,Y,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001L5zmAAC,00100000001L5zm,Principal Life Insurance Company,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
00100000001L60PAAS,00100000001L60P,Rogers Communications Canada Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
00100000001L60bAAC,00100000001L60b,Westlake Canada Inc.,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
00100000001L62iAAC,00100000001L62i,Toyota Canada Inc,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001L64CAAS,00100000001L64C,"Xcel Energy Services, Inc.",N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001L6qXAAS,00100000001L6qX,Air Canada (Cargo),Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001L6qjAAC,00100000001L6qj,Ameren Services Company,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001L6rAAAS,00100000001L6rA,ATS,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001L6rRAAS,00100000001L6rR,Belden Inc.,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001L6rjAAC,00100000001L6rj,Brewers Retail Inc.,Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
00100000001L6sqAAC,00100000001L6sq,Deluxe Corporation,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001L6t4AAC,00100000001L6t4,Ecolab Inc.,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001L6t9AAC,00100000001L6t9,Emerson Electric Co.,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001L6tnAAC,00100000001L6tn,"Novanta, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001L6u4AAC,00100000001L6u4,Hormel Foods Corporation*,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001LCZ5AAO,00100000001LCZ5,WellSky Corporation,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001NdagAAC,00100000001Ndag,HERA SpA,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001OPTrAAO,00100000001OPTr,Tronex International Inc.,Y,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No
00100000001OoY1AAK,00100000001OoY1,TempArmour,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001PEMIAA4,00100000001PEMI,Laboratory Corporation of America Holdings,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001PEWeAAO,00100000001PEWe,"Financial-Information-Technologies, LLC (FINTECH)",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001PMqhAAG,00100000001PMqh,Turner Construction Company,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
00100000001PfPYAA0,00100000001PfPY,"Aperian Global, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001QPocAAG,00100000001QPoc,"Calix, Inc.*",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001QWFzAAO,00100000001QWFz,Federal Data Systems,Y,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001QlsiAAC,00100000001Qlsi,Teranet Inc,Y,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
00100000001RQniAAG,00100000001RQni,dormakaba Workforce Solutions,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001SAEGAA4,00100000001SAEG,"Priceline.com, LLC",Y,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
00100000001SAH8AAO,00100000001SAH8,"Forrester Research, Inc.",N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001SUxVAAW,00100000001SUxV,Ace Hardware Corporation,Y,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001SZO9AAO,00100000001SZO9,Dime Community Bank,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001SdrtAAC,00100000001Sdrt,Brother International Corporation - Main,Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
00100000001SiphAAC,00100000001Siph,"Staples, Inc.",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001T7nvAAC,00100000001T7nv,Cabot Corporation,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001T7pbAAC,00100000001T7pb,Teknor Apex Company,Y,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
00100000001T7qFAAS,00100000001T7qF,"Affiliated Managers Group, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001T7rDAAS,00100000001T7rD,Refinitiv Ltd,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
00100000001T7rXAAS,00100000001T7rX,CDM Smith Inc.,Y,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001TIviAAG,00100000001TIvi,"Werner Enterprises, Inc.",Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No
00100000001TIweAAG,00100000001TIwe,Pfizer - GTCS,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001TIyUAAW,00100000001TIyU,"Conagra Brands, Inc. (BDR DO NOT TOUCH)",Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001U17rAAC,00100000001U17r,Bombardier Recreational Products Inc.,Y,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes
00100000001U2DwAAK,00100000001U2Dw,TechBridge Main,Y,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
00100000001UKxwAAG,00100000001UKxw,CCEP Group Services Limited,Y,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001UL02AAG,00100000001UL02,John Soules Foods Inc,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001UL0HAAW,00100000001UL0H,USAA (Ideas),Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001ULqkAAG,00100000001ULqk,"DTN, LLC",Y,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001ULzfAAG,00100000001ULzf,Hilton Domestic Operating Company Inc.,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001UPGhAAO,00100000001UPGh,"Dell USA, L.P.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001Uux1AAC,00100000001Uux1,Marco,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001VEr0AAG,00100000001VEr0,Numerix LLC,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No
00100000001VTvhAAG,00100000001VTvh,Xencor,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001VUmeAAG,00100000001VUme,Forbes Media LLC,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001VoKMAA0,00100000001VoKM,1st Source Bank*,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001WKHqAAO,00100000001WKHq,Andersen Corporation,Y,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
00100000001WTFpAAO,00100000001WTFp,"WeatherTech Direct, LLC",Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes
00100000001WescAAC,00100000001Wesc,"Sistemas Leed de México, S.A. de C.V.",Y,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No
00100000001X1OfAAK,00100000001X1Of,"Align Technology, Inc.",Y,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
00100000001XOqcAAG,00100000001XOqc,"Real-Time Technology Solutions, Inc.",Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
00100000001XtOrAAK,00100000001XtOr,Exchange Solutions Inc,Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001XyyoAAC,00100000001Xyyo,"Iteris, Inc.",Y,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No
00100000001XzBkAAK,00100000001XzBk,"ITA Group, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001XzG5AAK,00100000001XzG5,"Dolby Laboratories, Inc. (MAIN)",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001Xzh8AAC,00100000001Xzh8,Advanced Energy Industries,N,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
00100000001Y46dAAC,00100000001Y46d,OceanFirst Bank,Y,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes
00100000001Y46rAAC,00100000001Y46r,"Matheson Tri-Gas, Inc.",Y,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
