ACCT_ID_18,ACCT_NM,COMBO_COMPANY_ID_18,CY_AFDC_AOV,CY_DC_AOV,CY_DC_C360_AOV,CY_DC_MKT_AOV,CY_DC_C360_AO_AOV,CY_DC_MKT_AO_AOV,CY_DC_CDP_AOV,Legacy CDP
0010M00001QnPG9QAN,Dwolla,aBR3y0000004oM5GAI,11772,11772,11772,0,0,0,0,Other
0013y00001cgZBEAA2,"MERKUR trgovina, d.o.o.",aBR3y000000g3AXGAY,70588.5484,70588.5484,0,64678.7625,0,5909.7859,0,Other
0013000000rohpVAAQ,New Clicks South Africa Pty Ltd,aBR300000008RZBGA2,477366,477366,376560,0,276,100530,0,Other
0013000000M14UPAAZ,Humberside Police,aBR300000004VtIGAU,5004.7544,5004.7544,0,5004.7544,0,0,0,Other
001ed000006ldVWAAY,Greenpeace Australia Pacific Limited (new org),aBRed0000006lAjGAI,115716.7741,115716.7741,87551.5642,28165.2099,0,0,0,Other
0013y00001f5yoUAAQ,Nemacolin Resort,aBR3y0000004qrsGAA,329202.2294,329202.2294,0,281202.2294,0,48000,0,Other
0013000000ZkAphAAF,"Pure Storage, Inc. (MAIN)",aBR3y0000004sj5GAA,119726.04,119726.04,0,0,0,0,0,Legacy CDP
0010M00001W8KriQAF,ASCA Education Foundation Company Limited,0010M00001W8KriQAF,1512.7094,1512.7094,1512.7094,0,0,0,0,Other
001000000004aOoAAI,NVIDIA Corporation,aBR300000004DdhGAE,124400,111200,111200,0,0,0,0,Other
001ed00000PeB00AAF,Cognizant Technology Solutions India Private Limited,aBRed00000033xWGAQ,43365.1031,41281.6161,41281.6161,0,0,0,0,Other
0013000000roo4yAAA,"NIHONSAKARI CO.,LTD.",aBR3y000000ygquGAA,15449.1422,15449.1422,15146.2179,302.9243,0,0,0,Other
0013000000RaSmzAAF,GRUPO DOKKA,aBR3y000000XpFCGA0,111500,111500,0,99200,0,12300,0,Other
0010M00001WYpACQA1,KUNDAN CARS PVT LTD,0010M00001WYpACQA1,5982.9338,5982.9338,0,4397.1026,0,1585.8312,0,Other
0013y00001f62K6AAI,"McKinsey & Company, Inc. United States",aBR300000004Fi8GAE,549952.5567,295728.7223,259419.6296,3630.5396,32678.5531,0,0,Other
0013y00001gnMGtAAM,"Orange Dcx, S. de R.L. de C.V.",aBR3y000000gESpGAM,9510.246,7110.246,0,6354.246,0,756,0,Other
0013y00001c8PxIAAU,Evel et Quadral SAS,aBR3y0000008Wb3GAE,67289.106,29641.5809,29641.5809,0,0,0,0,Other
0013y00001eHxSHAA0,"Surpass CO.,LTD,",aBR3y0000000PNSGA2,33621.7566,33621.7566,0,33621.7566,0,0,0,Other
0010M00001NYlDOQA1,IZIL Beauty,0010M00001NYlDOQA1,24253,4250,4250,0,0,0,0,Other
001ed00000hKl22AAC,Dentsu International Limited*,aBR30000000XlR6GAK,809236.2356,522383.3246,504881.6184,0,17501.7062,0,0,Other
0013000000rozN3AAI,Rich Products Corporation,aBR300000004DBwGAM,164100,60000,60000,0,0,0,0,Other
0010M00001XxfUuQAJ,FEDERACION MEXICANA DE FUTBOL ASOCIACION,0010M00001XxfUuQAJ,140947.4715,119444.6715,0,0,0,0,119444.6715,Legacy CDP
0013y00001buLXeAAM,FISHBULL Franz Fischer SE & Co. KG,0013y00001buLXeAAM,45423.2712,39945.7752,39945.7752,0,0,0,0,Other
00130000000rUlVAAU,Lennar Corporation*,aBR300000004D3DGAU,2718993.891,219614.3633,189588.8839,0,30025.4794,0,0,Other
0010M00001QaXU2QAN,Vertex Inc. (Enterprise),aBR300000004F6QGAU,245854.8693,234909.96,108000,0,0,0,0,Other
0010M00001QmhDjQAJ,DaVita Inc.,aBR300000004FMfGAM,521256.2028,302576.0275,0,255176.0275,0,47400,0,Other
00130000009wxLVAAY,KWS SAAT SE & Co. KGaA,aBR300000004H9wGAE,16025.0047,16025.0047,0,16025.0047,0,0,0,Other
0013y00001c6eyZAAQ,EVS Auto-école,aBR3y000000XrWcGAK,40580.53,40580.53,0,37428.6442,0,3151.8858,0,Other
00130000002aAAAAA2,JSPM Pty Ltd,aBR3y000000sYTaGAM,44571.0523,44571.0523,0,44571.0523,0,0,0,Other
0010M00001WHjs2QAD,Nicolet National Bank (FSC),aBR3y000000H7biGAC,405104.04,405104.04,0,405104.04,0,0,0,Other
0010M00001WZmeqQAD,Zurich Seguros de Vida S.A.,aBR30000000L88QGAS,87676,73276,2076,71200,0,0,0,Other
0010M00001Sq9rgQAB,JWB Real Estate Capital,0010M00001Sq9rgQAB,37450.8303,12450.8303,12450.8303,0,0,0,0,Other
00130000002xamIAAQ,"Harris Teeter, Inc.**",aBR300000004EHyGAM,159959.992,159959.992,0,159959.992,0,0,0,Other
001300000027apHAAQ,"Ryan, LLC",aBR300000004EznGAE,48000,48000,48000,0,0,0,0,Other
0013y00001eBLVxAAO,"Independence Pet Group, Inc.",aBR3y0000008Yd9GAE,793296.5694,793296.5694,0,775506.5694,0,17790,0,Other
0013y00001foHHVAA2,"KIRIN BUSINESS SYSTEM COMPANY,LIMITED.",aBR30000000L6BlGAK,58880.0171,58880.0171,0,58079.5664,0,800.4507,0,Other
0013000001GXV7JAAX,Ontario - PC Caucus Ontario,aBR3y000000TQVxGAO,42946.2822,42946.2822,0,42946.2822,0,0,0,Other
0013000000Em4hzAAB,Relevantz*,aBR3y000000H7dPGAS,24400,8800,8800,0,0,0,0,Other
0013000000RZD5jAAH,Carrier Corporation - HVAC - Commercial HVAC (A),aBR0M0000008WPWWA2,45000,5000,5000,0,0,0,0,Other
0013000001Fk6hSAAR,BredenMaster S.A.,0013000001Fk6hSAAR,10851,4101,4101,0,0,0,0,Other
0010M00001Sn3mrQAB,BayBridgeDigital,aBR3y0000004w5XGAQ,2052.009,2052.009,2052.009,0,0,0,0,Other
0013y00001cSZEbAAO,"Disney Parks Technology Services Co., LLC",aBR300000004DuBGAU,3636,276,0,0,0,276,0,Other
001ed000002e56IAAQ,POSCO DX COMPANY LTD. (POSCO INTERNATIONAL CORPORATION),aBR30000000L7jsGAC,69974.4525,42000,42000,0,0,0,0,Other
0013000001CBDaJAAX,Commonwealth Superannuation Corporation,aBRed000000AhDNGA0,11592.5743,11355.6731,0,11355.6731,0,0,0,Other
0013000001FKz32AAD,Lojas Rede - BH,0013000001FKz32AAD,33863.1735,33863.1735,30148.4534,0,0,3714.7201,0,Other
0013000001Mo4jtAAB,FMTG Services GmbH,aBR300000008Rs4GAE,13125.6654,13125.6654,13125.6654,0,0,0,0,Other
0013000000JiWhQAAV,Gerdau S.A.,aBR3y000000HDyOGAW,14599.06,14599.06,14599.06,0,0,0,0,Other
0013000001CDFlqAAH,Perth Airport Pty Ltd,aBR0M000000GobCWAS,52536.3068,45801.2514,0,45801.2514,0,0,0,Other
0010M00001QkQTfQAN,Runwal Developers Pvt. Ltd.,aBR3y000000wnTLGAY,5745.9595,1325.9907,1325.9907,0,0,0,0,Other
00130000002xFX3AAM,Hansgrohe SE,aBR300000004HcNGAU,86287.9143,86287.9143,0,82348.057,0,3939.8573,0,Other
00130000004IG4CAAW,AAF International,aBR300000004QTRGA2,21623.4949,21623.4949,0,21623.4949,0,0,0,Other
0010M00001SIEB2QAP,Chiropractic First Group Private Limited,aBR3y000000H8pnGAC,11780,2980,0,820,0,2160,0,Other
0013000001M1WLjAAN,Archroma Management GmbH,aBR3y000000HIMpGAO,3283.2144,1094.4048,1094.4048,0,0,0,0,Other
0013000000Ra75UAAR,Amadeus IT Group SA,aBR300000004Ht2GAE,814817.3286,553492.0714,0,431944.7484,0,121547.323,0,Other
0013y00001d1iNbAAI,VISEO SAS,aBR3y000000yeNXGAY,4290.1191,4290.1191,4290.1191,0,0,0,0,Other
00100000002CNHAAA4,Hawaiian Airlines,aBR300000004DpNGAU,469.9571,469.9571,0,469.9571,0,0,0,Other
00130000016hCZWAA2,Weatherford International LLC,aBR3y000000yfZYGAY,200655.8621,150704.3534,145184.3534,0,5520,0,0,Other
00130000016hZ7XAAU,Origin Energy Services Ltd,aBR300000004aVEGAY,158601.0271,158601.0271,70973.0133,47315.3422,40312.6716,0,0,Other
0010M00001Y5TaMQAV,Bridgement (Pty) Ltd,0010M00001Y5TaMQAV,500,500,0,500,0,0,0,Other
0013000000rqXkhAAE,Aalto University Foundation sr,0013000000rqXkhAAE,4286.789,1661.6559,1515.086,146.5699,0,0,0,Other
0013000000hJirYAAS,"National Debt Relief, LLC",aBR3y0000004pPxGAI,2500,2500,2500,0,0,0,0,Other
0013000001MjQWSAA3,Alliance Laundry Systems - UniMac,aBR3y000000PDUoGAO,122153.3157,122153.3157,59624.25,30753.0657,31776,0,0,Other
0010M00001NYTibQAH,STAY GOLD Inc.,aBR3y000000yfJqGAI,48835.5744,48835.5744,0,48835.5744,0,0,0,Other
00100000002CNH6AAO,Hawaii Medical Service Association.,aBR3y000000H7BNGA0,203020.7333,203020.7333,0,203020.7333,0,0,0,Other
0013000001EYU7JAAX,Sibelga,aBR3y000000HAWgGAO,21564.1522,10782.0761,10782.0761,0,0,0,0,Other
0010M00001VMeSqQAL,Bluefors Oy,aBR3y000000HIkIGAW,76608.336,32832.144,32832.144,0,0,0,0,Other
0013y00001cmQoyAAE,UND Alumni Association and Foundation,aBR30000000PAwXGAW,5619.8677,5619.8677,5619.8677,0,0,0,0,Other
0013y00001d80B6AAI,Banco BPM S.p.A. - Marketing Automation ORG,aBR0M000000GpQGWA0,7551.3931,7551.3931,0,7551.3931,0,0,0,Other
0013y00001g9hVyAAI,CL & Co Management Services Limited (New Org),aBR0M000000bnlDWAQ,50180.9527,38536.3175,37698.4593,837.8582,0,0,0,Other
001300000009cjJAAQ,Otis Elevator Company,aBR3y0000004iOkGAI,523.6256,523.6256,523.6256,0,0,0,0,Other
0013000000CrNYVAA3,"Lowe's Companies, Inc.",aBR300000004EGUGA2,1614097.515,1614097.515,0,1521049.515,0,93048,0,Other
00100000001v3l4AAA,"Johnson Controls, Inc.",aBR300000004DfTGAU,100215,100215,0,65415,0,34800,0,Other
00130000016jWa9AAE,Arizona State University**,aBR3y000000g1syGAA,341859.5975,341859.5975,0,341859.5975,0,0,0,Other
0013000001MjPwwAAF,"Hobonichi Co., Ltd.",0013000001MjPwwAAF,72363.972,72363.972,62661.54,0,0,9702.432,0,Other
001ed00000H15aBAAR,Uitgekookt van Marle B.V.,aBRed000000Ds0zGAC,13186.8482,12559.3894,411.4961,12147.8933,0,0,0,Other
0013000000LAnayAAD,Booking.com BV,aBR300000004NldGAE,75862.4992,73126.4872,73126.4872,0,0,0,0,Other
00130000002xY2NAAU,AMI Entertainment Networks,aBR3y000000HKAvGAO,5381.7862,2681.7862,500,2181.7862,0,0,0,Other
0013000001JfBXZAA3,Thorne Research,aBR3y000000H890GAC,56665.0184,33977.1898,24977.1898,0,9000,0,0,Other
0013y00001f8ovfAAA,MSWA Limited,0013y00001f8ovfAAA,82164.0212,82164.0212,0,35524.6124,0,46639.4088,0,Other
0013000001GXUg8AAH,SUHAI,0013000001GXUg8AAH,71941.2338,71941.2338,65937.7073,156.8799,0,5846.6466,0,Other
0013y00001eTzj0AAC,"VIA VERDE PORTUGAL - GESTÃO DE SISTEMAS ELECTRÓNICOS DE COBRANÇA, S.A.",aBR30000000XksZGAS,216943.2814,216943.2814,105932.731,104096.1008,0,6914.4496,0,Other
00100000001x3CiAAI,"Belkin International, Inc.",aBR0M000000fyPkWAI,12000,12000,12000,0,0,0,0,Other
0013000001GXo6tAAD,Hancock Regional Hospital Master,aBR30000000048rGAA,35640,35640,0,35640,0,0,0,Other
001ed00000fY0PPAA0,Fastweb + Vodafone Dati,aBRed000000FnMzGAK,74648.0211,74648.0211,74043.9097,0,604.1114,0,0,Other
0013000001LWmZyAAL,"Mars Information Services, Inc.",aBR3y000000ydt6GAA,265680,265680,0,195000,0,70680,0,Other
0013y00001e60WyAAI,Perrigo Company Commercial,aBR300000004DLpGAM,247975.9539,247975.9539,0,132775.9539,0,115200,0,Other
0013000000rnLuzAAE,Abu Dhabi National Oil Company (ADNOC) - ADD org,aBR0M000000LDkNWAW,445270.8,342516,0,0,0,0,342516,Legacy CDP
0010M00001WJZnvQAH,Aflac Life Insurance Japan Ltd.,aBR30000000L6JSGA0,191422.4981,153690.8181,117474.0283,11737.5539,0,24479.2359,0,Other
0013y00001cNMh3AAG,"IHC Health Services, Inc.",aBR300000004ElyGAE,83037.5,83037.5,83037.5,0,0,0,0,Other
0013y00001gmkE4AAI,IRA REALTY TECH PRIVATE LIMITED,0013y00001gmkE4AAI,9839.9401,9447.054,0,5675.3472,0,3771.7068,0,Other
0013000001Fk9cvAAB,Grupo InterPlayers,aBR0M000000LAV5WAO,2864.1032,2864.1032,2864.1032,0,0,0,0,Other
0013000000hIoriAAC,Briljent,0013000000hIoriAAC,30,30,30,0,0,0,0,Other
00130000002x8j8AAA,The Canada Life Assurance Company,aBR300000004K3KGAU,160683.5036,160683.5036,0,160683.5036,0,0,0,Other
0013000000NRWGJAA5,ZF Friedrichshafen AG,aBR300000004HhLGAU,72777.9191,46512.2039,46512.2039,0,0,0,0,Other
0010M00001JzpHNQAZ,Fritz Berger GmbH,aBR30000000XezGGAS,38790.0838,38746.3076,0,38746.3076,0,0,0,Other
0010M00001UVaOOQA1,University of Arizona Student Services,aBR3y000000g1t8GAA,40773.306,40773.306,37474.3327,1498.9733,1800,0,0,Other
00130000016jZHtAAM,NB Health - CommunityCareNB,aBR3y0000004waaGAA,36070.787,5394.8711,5112.6527,0,282.2184,0,0,Other
0013000000EOXu6AAH,The Hong Kong Jockey Club (GRM),aBR3y000000h4VkGAI,450,450,450,0,0,0,0,Other
0013000001CA9pkAAD,WWF Switzerland,aBR0M0000000ALJWA2,74200.1659,73325.1216,0,66758.6928,0,6566.4288,0,Other
001ed00000D9V1vAAF,AusNet Electricity Services Pty Ltd,aBR0M0000008VT7WAM,39744.8875,39744.8875,0,39744.8875,0,0,0,Other
0013y00001crYKyAAM,American Psychiatric Association 2nd,aBR0M0000000AH8WAM,72773.98,72773.98,72773.98,0,0,0,0,Other
0010M00001Ytv0YQAR,Equiti G M Marketing Management LLC,aBR3y000000g2dwGAA,110820.8772,101436.1205,0,101436.1205,0,0,0,Other
0010M00001QaDsCQAV,Allitude S.p.A.,aBR0M000000H5wCWAS,137103.3625,137103.3625,0,71439.0745,0,65664.288,0,Other
0013000001JxwgtAAB,ROVENSA SA,aBR30000000XaWPGA0,28391.0493,28391.0493,0,28391.0493,0,0,0,Other
0013000000hJ2ULAA0,EJADA Systems Company,aBR3y000000HD6dGAG,39000,39000,0,39000,0,0,0,Other
0013y00001eDT5AAAW,Twoday Finland Oy,aBR3y000000saYMGAY,621.883,621.883,621.883,0,0,0,0,Other
00130000016juBKAAY,"Operadora de Servicios Paquetexpress, SAPI de C.V.",aBR3y000000HE6yGAG,199100.6314,77380.6314,52751.8248,20776.8066,0,3852,0,Other
001ed00000ebulpAAA,Nine Entertainment,aBR300000004CSUGA2,50488.2911,50488.2911,50488.2911,0,0,0,0,Other
0013000001IfMm5AAF,Think Research Corporation,aBR3y0000004uAGGAY,69423.5656,69423.5656,0,69423.5656,0,0,0,Other
0013000000GJCxeAAH,Premier Retail Services Pty Ltd (trading as SM/PA),aBR0M000000GoXrWAK,166183.3782,166183.3782,0,102821.9164,0,63361.4618,0,Other
001ed00000MHFafAAH,Ericsson (Product Licensing),aBR300000004LumGAE,1094.1035,779.4483,503.4483,0,276,0,0,Other
0010M00001WI2XxQAL,PPC ENERGIE S.A.,aBRed000000A8E4GAK,185731.043,185731.043,0,180477.9,0,5253.143,0,Other
0013000001LW71NAAT,"Access Clinical Partners LLC, d/b/a GoHealth Urgent Care",aBR3y000000HKfJGAW,219066.6667,219066.6667,0,219066.6667,0,0,0,Other
001000000027wFNAAY,"CDK Global, LLC",aBR30000000XZOYGA4,134000,134000,128724,5000,276,0,0,Other
0010M00001Qk8bpQAB,AMP Services Limited,aBR300000004CBUGA2,6245.6252,6245.6252,6245.6252,0,0,0,0,Other
0013y00001fFCtjAAG,"SC Digital Co., Ltd.",aBR30000000L6GrGAK,38963.8706,38963.8706,0,38188.3228,0,775.5478,0,Other
0010M00001P0B5EQAV,Comune di Napoli,aBR3y000000kCCDGA2,151903.3862,45965.0016,45965.0016,0,0,0,0,Other
0013000000IkkfRAAR,Rawson Group PTY Limited,aBR3y000000wk8qGAA,23690.7104,23690.7104,22441.5854,0,0,1249.125,0,Other
0013y00001d72kMAAQ,Morling College,aBR3y0000000Q7aGAE,890.7214,890.7214,890.7214,0,0,0,0,Other
0010M00001Yu5DvQAJ,Corning Incorporated,aBR300000004DNvGAM,392.8374,392.8374,392.8374,0,0,0,0,Other
00100000001ButZAAS,Choice Hotels International   Inc.,aBR300000004EycGAE,781712.52,346250.04,316250.04,0,30000,0,0,Other
00100000001pHFsAAM,"TriNet USA, Inc.",aBR300000004QNcGAM,315977.5837,282477.5837,237233.244,23402.2447,0,21842.095,0,Other
0013y00001gDgsRAAS,Agios Pharmaceuticals,aBR3y000000H6ViGAK,88076,88076,0,37076,0,51000,0,Other
0010M00001WZ98NQAT,Sandoz AG (Org ID=00D2o000000aGRU),aBR3y0000000RcbGAE,194641.7364,193852.6247,0,58735.0137,0,135117.611,0,Other
0013000001LWOXZAA5,N'PY Resa,aBR3y000000HC5aGAG,24624.108,24624.108,23113.8293,0,1510.2787,0,0,Other
00130000005h9vlAAA,"J. Crew Group, LLC",aBR3y000000h3kwGAA,2160945.295,2160945.295,2160945.295,0,0,0,0,Other
0013y00001gDJYuAAO,Siemens Corporation,aBR300000004H4YGAU,287500,287500,227500,0,60000,0,0,Other
00130000016jTWPAA2,Cras NV,aBR30000000Xh7BGAS,848.7586,666.5243,666.5243,0,0,0,0,Other
0013000000roz9eAAA,Children's Hospital of Orange County,aBR300000004Qw8GAE,157746.6,127215,0,0,0,0,127215,Legacy CDP
001ed00000KQ1Y4AAL,BIENES PROGRAMADOS SA DE CV RFC: BPR950505SS1,001ed00000KQ1Y4AAL,8676,1476,900,0,0,576,0,Other
001ed00000AuMePAAV,Service Federal Credit Union (New Org),aBR3y0000004oT7GAI,369580.2459,179580.2463,0,173130.2463,0,6450,0,Other
0010M00001Yb1tgQAB,Fundacion Banco Santander,0010M00001Yb1tgQAB,190.9454,190.9454,190.9454,0,0,0,0,Other
0013000001CBakiAAD,Megazone Cloud Corporation,aBR3y0000008XCRGA2,8176,4276,2476,0,1800,0,0,Other
0013000000hLN45AAG,"ThermOmegaTech, Inc.",aBRed0000006LHtGAM,1552.5,1552.5,1552.5,0,0,0,0,Other
0013000001LWdc9AAD,Spoon Consulting - ISV Edition,aBR0M000000boxfWAA,1176,1176,0,1176,0,0,0,Other
0013000000ZkO5LAAV,Guentner U.S. Llc,0013000000ZkO5LAAV,2776,776,776,0,0,0,0,Other
0013y00001Z0fVlAAJ,Shaker Group,0013y00001Z0fVlAAJ,30240,30240,0,30240,0,0,0,Other
0013y00001folfLAAQ,ARCH Real Estate SAGL,0013y00001folfLAAQ,57658.2354,57658.2354,57658.2354,0,0,0,0,Other
00130000016geOsAAI,F. Hoffmann-La Roche AG,aBR300000004N0aGAE,56214.4,56214.4,50000,0,6214.4,0,0,Other
0013y00001eIsDBAA0,INTER-STUDIOVIAGGI S.P.A,0013y00001eIsDBAA0,7092.8375,7092.8375,4816.4755,2276.362,0,0,0,Other
0013y00001cMh0HAAS,Tamara FZE,aBR3y000000CpQIGA0,25625,20625,20625,0,0,0,0,Other
00130000002xDhZAAU,Westfalen AG Münster,aBR3y000000gFjLGAU,62870.8597,35535.7033,35535.7033,0,0,0,0,Other
00100000000nEbgAAE,"Ribbon Communications Operating Company, Inc.",aBR300000004F7hGAE,48000,48000,48000,0,0,0,0,Other
00130000001kI1qAAE,"Sumitomo Heavy Industries, Ltd.",aBR0M000000LDm5WAG,1212.804,404.268,404.268,0,0,0,0,Other
0013y00001cIbsYAAS,Withsecure CPSF,aBR0M000000CdhsWAC,30587.4689,26799.9428,23639.1437,205.9061,984.9643,1969.9287,0,Other
0010M00001X8Hg4QAF,TOYOTA MOTOR CORPORATION(Support Center),aBR30000000L6FTGA0,1435.9599,1435.9599,1435.9599,0,0,0,0,Other
0013000001GYXMoAAP,Compañía Mundial de Seguros,aBR3y000000sZuRGAU,73072.7091,34900.3984,34900.3984,0,0,0,0,Other
0010M00001UESZNQA5,EFFILUX,0010M00001UESZNQA5,1285.8082,1285.8082,1285.8082,0,0,0,0,Other
001ed00000eyeBdAAI,Proquire LLC,aBR300000004Fk5GAE,1952,1452,900,0,552,0,0,Other
0013y00001gCoZoAAK,"lululemon athletica Canada, Inc.",aBR3y0000004lDsGAI,214725.1071,102750,102750,0,0,0,0,Other
0013y00001d70SBAAY,WITHDOM Group Inc.,aBRed00000005xRGAQ,323.4144,323.4144,323.4144,0,0,0,0,Other
00130000002xIEjAAM,Gianni Versace S.r.l.,aBR3y000000bt6DGAQ,555067.5226,554848.6416,0,546968.927,0,7879.7146,0,Other
0010M00001QklFRQAZ,Elderhostel DBA Road Scholar,aBR0M000000GmyDWAS,776,776,776,0,0,0,0,Other
0013y00001Z1ApjAAF,Insulet Corporation,aBR300000004Qx3GAE,289695.2408,233746.3357,233746.3357,0,0,0,0,Other
0013000001L6ElaAAF,Flexo Concepts,0013000001L6ElaAAF,11994.9504,11994.9504,0,3996.3504,0,7998.6,0,Other
00130000008erYPAAY,Columbus Blue Jackets,aBR3y0000004pH2GAI,16050,16050,16050,0,0,0,0,Other
0013000000K7ZGkAAN,"Curriculum Associates, LLC",aBR3y000000H6ugGAC,192254.0146,192254.0146,192254.0146,0,0,0,0,Other
0013000000M0Q7IAAV,BayPort Credit Union,aBR3y000000Xr77GAC,50130,50130,48750,0,1380,0,0,Other
0013000000ZjJjVAAV,BIBA FASHION LIMITED,aBR3y000000wq1AGAQ,99161.0565,99161.0565,0,98400.1146,0,760.9419,0,Other
0013000000JITsrAAH,SARA ASSICURAZIONI SpA,aBR3y000000wkfLGAQ,4754.0944,4754.0944,4754.0944,0,0,0,0,Other
0013y00001fvAb9AAE,Proquire LLC,aBR300000004Fk5GAE,86026,32026,1176,100,30750,0,0,Other
0013000000GMPsDAAX,"Retail Finance International Holdings,Inc.",aBR3y0000000HqnGAE,309825,309825,77625,17625,94575,120000,0,Other
0013000001CDunyAAD,DocTrade BV,aBR3y0000004n6uGAA,519.8423,519.8423,519.8423,0,0,0,0,Other
0013000000GJD9NAAX,Move On B&B Hotels,aBR3y000000TPApGAO,188808.6186,188808.6186,0,188808.6186,0,0,0,Other
0013000000roxjCAAQ,The Iowa Clinic,aBR3y000000fzbKGAQ,2011.4248,2011.4248,0,2011.4248,0,0,0,Other
0010M00001QnnqpQAB,Energi Fyn Holding A/S,0010M00001QnnqpQAB,33909.4076,33909.4076,0,31282.836,0,2626.5716,0,Other
00130000001kJqiAAE,LY Corporation (Y!J),aBR3y00000055TWGAY,19344.2238,404.268,404.268,0,0,0,0,Other
0013y00001carekAAA,Motorola Solutions DUPE TO AVIGILON,0013y00001carekAAA,116084.04,116084.04,0,0,0,0,0,Legacy CDP
00130000002xTNAAA2,"Vortex Industries, LLC",00130000002xTNAAA2,59502,3252,3252,0,0,0,0,Other
0013000000rnE3yAAE,Telepass S.p.A.,aBR0M000000GpLkWAK,64593.0179,42391.0714,42391.0714,0,0,0,0,Other
0013000001J7RY3AAN,Intuis Services,aBR30000000XnlWGAS,164.0109,164.0109,0,164.0109,0,0,0,Other
0013y00001cjxqxAAA,Emarat,aBR3y000000HTpAGAW,872277.7273,847252.7273,0,522772.7273,0,324480,0,Other
0013000001NXZ3nAAH,Operadora Futurama S.A. de C.V.- Al Super,0013000001NXZ3nAAH,96565,96565,0,96565,0,0,0,Other
0010M00001QknXiQAJ,TFG Financial Corporation*,aBR3y000000brgcGAA,8750,8750,7000,1750,0,0,0,Other
0013y00001cb8m2AAA,Propuls,0013y00001cb8m2AAA,285.059,285.059,285.059,0,0,0,0,Other
0010M00001W817yQAB,"OSRX, Inc.",0010M00001W817yQAB,302235.5561,10800,10800,0,0,0,0,Other
0010M00001QoPo6QAF,DIRECT FINANCE OF DIRECT GROUP (2006) LTD,0010M00001QoPo6QAF,24072,24072,23352,0,720,0,0,Other
0013000000ZlQpfAAF,SABESP - Cia de San Básico do Estado de São Paulo,aBR3y000000wpiDGAQ,55189.7014,55189.7014,48561.2624,0,6628.439,0,0,Other
0013000001JcpnyAAB,"PLDT, Inc.",aBR0M000000bptUWAQ,149400,149400,49800,0,99600,0,0,Other
0013000001GUTsaAAH,"ASCENDUM, S.A.",aBR30000000XlMFGA0,51336.5676,14092.7918,13363.8542,728.9376,0,0,0,Other
00130000008ea9RAAQ,"MOEVE, S.A.",aBR3y000000CkAqGAK,393464.4278,360771.5808,360771.5808,0,0,0,0,Other
001ed00000OaSfuAAF,Genmab US - SAP,aBR3y000000btjMGAQ,145103.627,60000,60000,0,0,0,0,Other
00130000002xIdgAAE,"RECHEIO - CASH & CARRY, S.A",aBR300000004NsyGAE,38768.5187,32306.8297,0,0,0,0,32306.8297,Legacy CDP
0013000000GLuPmAAL,GRECOTEL MANAGEMENT OF HOTEL ENTERPRISES SOCIETE ANONYME,aBR3y000000cEiaGAE,7178.6002,5909.7859,5909.7859,0,0,0,0,Other
0013y00001d9EsLAAU,GoodRx CDP (2nd Org),aBR3y000000ChMTGA0,1168452.575,853968.058,0,0,0,0,853968.058,Legacy CDP
0010M00001QqTxkQAF,Talento Institucional SA de CV,0010M00001QqTxkQAF,28080,28080,0,28080,0,0,0,Other
001ed00000aErMHAA0,Vnom,aBR3y000000HAZDGA4,17144.6101,17144.6101,17144.6101,0,0,0,0,Other
0010M00001WZoLoQAL,WEVERSE COMPANY Inc.,0010M00001WZoLoQAL,750,750,750,0,0,0,0,Other
001ed00000iQCx4AAG,Sandro Cazzato GmbH,001ed00000iQCx4AAG,4104.018,4104.018,4104.018,0,0,0,0,Other
0010M00001WYSuQQAX,Center Norte S/A Construção Empreend Adm e Participação,aBR3y000000h3ucGAA,24492.2986,24492.2986,0,24492.2986,0,0,0,Other
0010M00001Qkr96QAB,Booster Financial Services Limited,aBR3y0000005Hj9GAE,48590.4231,48590.4231,0,48590.4231,0,0,0,Other
0013000000M2EnUAAV,Clyde Mobility AG,aBR3y000000HBGkGAO,2736.012,1094.4048,1094.4048,0,0,0,0,Other
0010M00001YuKp8QAF,SAUR SAS - Direction Service Client,aBR3y000000HIwPGAW,30712.2819,24898.8036,24898.8036,0,0,0,0,Other
0013000000BoMCKAA3,Atera Networks,aBR3y00000116zvGAA,1900,1900,1900,0,0,0,0,Other
0010M00001QkZJrQAN,The Travel Chapter Limited,aBR3y000000HJMLGA4,16770.392,16276.2289,16276.2289,0,0,0,0,Other
0010M00001UEbaUQAT,Xperi Corporation,aBR3y0000004xFnGAI,276000,276000,276000,0,0,0,0,Other
0010M00001SJIDCQA5,Fastems Group,aBR3y000000HDFGGA4,87472.5004,43736.2502,43736.2502,0,0,0,0,Other
0013y00001cg7BkAAI,Smart Cloud Consultants,0013y00001cg7BkAAI,813.1677,813.1677,813.1677,0,0,0,0,Other
0010M00001WJJhQQAX,Diesa S.A.,0010M00001WJJhQQAX,3177.5087,3177.5087,3011.7879,165.7208,0,0,0,Other
0013000000LXSngAAH,"Georgetown University, MSB",aBR30000000PBGiGAO,42620.3126,42620.3126,4220.3126,0,38400,0,0,Other
001ed000000lZ7CAAU,Royal Homes,001ed000000lZ7CAAU,963.2834,452.4846,170.2662,0,282.2184,0,0,Other
0010M00001WJTtBQAX,Dechra Limited,aBR30000000XkWUGA0,6247.5,6247.5,6247.5,0,0,0,0,Other
