ACCT_ID_18,ACCT_NM,COMBO_COMPANY_ID_18,CY_AFDC_AOV,CY_DC_AOV,CY_DC_C360_AOV,CY_DC_MKT_AOV,CY_DC_C360_AO_AOV,CY_DC_MKT_AO_AOV,CY_DC_CDP_AOV,Legacy CDP
0013000000hJ0STAA0,NS2.COM INTERNET S.A.,aBR3y000000wmqOGAQ,169688.8563,102211.1477,0,97549.9815,0,4661.1662,0,Other
0013000001MsAd6AAF,JPW Industries,aBR3y000000brPYGAY,16300.0594,5396.4,0,5396.4,0,0,0,Other
0010M00001WaSnsQAF,BEC Financial Technologies a.m.b.a. (Frørup Andelskasse),aBR0M000000Cda5WAC,1927.2469,1462.1249,291.8413,145.9207,1024.3629,0,0,Other
0013000000Zme3aAAB,InMobi Technology Services Private Limited,aBR3y0000011AKYGA2,28626,28626,28626,0,0,0,0,Other
001ed00000D9YB3AAN,AusNet Electricity Services Pty Ltd,aBR0M0000008VT7WAM,39744.8875,39744.8875,0,39744.8875,0,0,0,Other
0013000000M2Nh3AAF,Quadient Inc. (MRS),aBR300000004DZlGAM,123552,123552,123000,0,552,0,0,Other
0013000001CCpywAAD,Distribuidora La Florida,aBR30000000Xoi4GAC,94076.2626,94076.2626,0,94076.2626,0,0,0,Other
0013000001CDyyqAAD,PostNL Holding BV,aBR300000004LtdGAE,605685,605685,0,569205,0,36480,0,Other
0010M00001QnXXZQA3,Fabric House Srl,0010M00001QnXXZQA3,40390.1036,40390.1036,0,39569.3,0,820.8036,0,Other
001ed00000CubkPAAR,Monster Energy US LLC,aBR3y000000H7YJGA0,29307,12000,12000,0,0,0,0,Other
0010M00001SIKLLQA5,Boral Shared Business Services Pty Ltd,aBR300000004CFNGA2,127866.7145,127866.7145,127866.7145,0,0,0,0,Other
0013000001CCmZpAAL,Algar Telecom*,aBR3y000000HDswGAG,59817.3956,41577.4896,8860.5782,32716.9114,0,0,0,Other
0010M00001Qm8nYQAR,ASGN Inc./Apex Systems (HQ Main Org),aBR300000004OIQGA2,3764153.364,468187.3411,465939.7291,0,2247.612,0,0,Other
001ed00000JE3pVAAT,Hewitt & Whitty,aBR3y000000CixtGAC,1210.7525,1210.7525,1210.7525,0,0,0,0,Other
00130000008l1H6AAI,DealerOn   Inc.,aBR3y000000HKTTGA4,8769.3158,567.0686,567.0686,0,0,0,0,Other
0010M00001V6bHAQAZ,"LIVE LABO.co.,ltd.",0010M00001V6bHAQAZ,16777.122,15160.05,15160.05,0,0,0,0,Other
0013y00001d7W4UAAU,Maximus Enterprise,aBR300000004FiqGAE,41987.3035,41987.3035,41987.3035,0,0,0,0,Other
0010M00001QmKttQAF,GE Vernova International LLC,aBR0M000000bqxeWAA,1667601.486,1103937.201,1103937.201,0,0,0,0,Other
001ed00000jOCkcAAG,PT Dam Korporindo Digital,001ed00000jOCkcAAG,820,420,0,0,0,420,0,Other
0010M00001WJN3eQAH,Tshirt Services Pty Ltd,aBR3y000000TUfjGAG,42711.5595,36196.2368,0,0,0,0,36196.2368,Legacy CDP
0013y00001foe5PAAQ,Movengo Holding AB,0013y00001foe5PAAQ,1082.2977,1082.2977,721.5318,360.7659,0,0,0,Other
0010M00001QmWguQAF,"ESET, spol. s r.o.",aBR0M000000CdKHWA0,1243.2438,1243.2438,1243.2438,0,0,0,0,Other
0010M00001UVXgxQAH,Metso Finland Oy,aBR3y000000ClubGAC,11822.9258,11822.9258,11822.9258,0,0,0,0,Other
0013y00001XzOl2AAF,HyperOne,0013y00001XzOl2AAF,42299.8357,42299.8357,0,42299.8357,0,0,0,Other
0013y00001h7onOAAQ,Proquire LLC;,aBR300000004Fk5GAE,8293.5,5293.5,4966.5,327,0,0,0,Other
0013y00001f9VV0AAM,Arab Open University in Kuwait,aBR3y000000TRhbGAG,13619.403,4539.801,4539.801,0,0,0,0,Other
0013y00001fDyHlAAK,DJH - Deutsches Jugendherbergswerk e.V.,aBR3y0000000Lu6GAE,77079.2888,77079.2888,0,77079.2888,0,0,0,Other
00100000000ZNMWAA4,Skillsoft (US) LLC,aBR3y000000H7xfGAC,906826,506826,506826,0,0,0,0,Other
0013y00001gmjJJAAY,TOKYO METROPOLITAN GOVERNMENT,aBR0M000000H64KWAS,17610.561,17464.3776,17464.3776,0,0,0,0,Other
0013000000J81eIAAR,McArthurGlen UK Ltd,aBR3y000000Xq9pGAC,790801.5109,706072.7776,0,0,0,0,706072.7776,Legacy CDP
00100000001T7nvAAC,Cabot Corporation,aBR300000004DOhGAM,1776,1776,1776,0,0,0,0,Other
0010M00001Y5R0dQAF,BASF SE,aBR300000004H4aGAE,983507.3093,255555.1928,0,197051.8351,1627.258,56876.0997,0,Other
0010M00001SJAihQAH,K&N System Integrations Corporation,aBR30000000L6CjGAK,627.4239,627.4239,627.4239,0,0,0,0,Other
0013y00001Y0TBLAA3,"Eyecare Partners, LLC",aBR3y000000H6b0GAC,61979.7401,58981.7934,0,58981.7934,0,0,0,Other
00130000016gE0SAAU,AGF Management Limited (2nd Org),aBR300000004O3ZGAU,75320.4814,45908.04,45908.04,0,0,0,0,Other
0013000000M2o5KAAR,ClearRisk Inc.,aBR3y000000brw6GAA,1450,1000,0,1000,0,0,0,Other
0013y00001f95hBAAQ,CMG Financial (FSC Org),aBR0M000000bnYEWAY,42210.739,42000,42000,0,0,0,0,Other
001ed00000UnjfUAAR,The General Council Of The Assemblies Of God,aBR30000000L82MGAS,99.9452,99.9452,99.9452,0,0,0,0,Other
00130000016gXu8AAE,Central SEQ Distributor-Retailer Authority trading as Urban Utilities,aBR3y00000114TYGAY,59415.4814,31122.395,31122.395,0,0,0,0,Other
0010M00001SeZhnQAF,Dévolutions Inc,0010M00001SeZhnQAF,41401,21401,21401,0,0,0,0,Other
00100000001TIweAAG,Pfizer - GTCS,aBR300000004DLjGAM,128.9,128.9,128.9,0,0,0,0,Other
0013000000NSEjZAAX,Infineon Technologies AG (Tableau + Core),aBR300000004Ha7GAE,105214.7949,105214.7949,0,68147.3044,31945.6761,5121.8144,0,Other
0013y00001cvsnlAAA,ASICS Asia Pte Ltd.,0013y00001cvsnlAAA,31845.917,31845.917,31845.917,0,0,0,0,Other
001ed00000b0857AAA,SHIMADZU CORPORATION,aBR0M000000LDldWAG,16170.72,2021.34,2021.34,0,0,0,0,Other
0010M00001QnM5CQAV,Yoga Democracy,aBR3y0000004p2wGAA,42000,42000,42000,0,0,0,0,Other
00100000001ILBEAA4,City National Bank*,aBR3y0000008XcQGAU,80000,45000,45000,0,0,0,0,Other
00130000016hyB9AAI,YOHJI YAMAMOTO INC.,aBR30000000L6YwGAK,73495.9224,73495.9224,0,73495.9224,0,0,0,Other
00130000016hjsaAAA,PEGASUS HAVA TASIMACILIGI ANONIM SIRKETI,aBR3y000000h4rxGAA,96712.5713,96712.5713,0,92596.5713,0,4116,0,Other
0013000000NPcUtAAL,Citation Limited,aBR3y000000yg3eGAA,80052.1033,50927.7783,50927.7783,0,0,0,0,Other
0010M00001QjxTIQAZ,COMERCIAL PROJAR SA,0010M00001QjxTIQAZ,1263.4278,1263.4278,1263.4278,0,0,0,0,Other
0010M00001WJLbiQAH,FORTUNIZE INDIA TECHNOLOGY SOLUTIONS PVT LTD,0010M00001WJLbiQAH,32474.0312,32474.0312,0,30541.0315,0,1932.9997,0,Other
001ed000009p86PAAQ,The Prudential Insurance Company of America,aBR300000004EksGAE,223500,120000,0,0,120000,0,0,Other
0010M00001WJjNPQA1,"FAITH NETWORK CO., LTD.",0010M00001WJjNPQA1,18595.7967,17626.0848,17626.0848,0,0,0,0,Other
0013000000RWwTAAA1,KELA,aBRed00000093Y9GAI,811837.1416,811837.1416,588184.5766,0,223652.565,0,0,Other
0013000000hK1QBAA0,SOLABIA,aBRed0000004yTqGAI,5138.2305,1690.8554,1690.8554,0,0,0,0,Other
0013000001J7Q0IAAV,Wizard Pharmacy,0013000001J7Q0IAAV,93878.2046,93878.2046,0,62082.2946,0,31795.91,0,Other
001ed00000MTvFxAAL,"Hitachi, Ltd.",aBR300000004GlmGAE,446.7161,446.7161,446.7161,0,0,0,0,Other
0010M00001S99CJQAZ,The Public Trustee of Queensland,0010M00001S99CJQAZ,1348.975,1348.975,1348.975,0,0,0,0,Other
0010M00001SpqyNQAR,ROI GROUP SRL,0010M00001SpqyNQAR,3939.8572,3939.8572,0,3939.8572,0,0,0,Other
0013000000ZkVJfAAN,"Interopolis, Agente de Seguros y de Fianzas RFC: IAS170307BU6",aBR3y000000HE74GAG,98457.589,81148,27380,49400,276,4092,0,Other
0013y00001eB9pnAAC,Howden Group Services Limited,aBR30000000XkkQGAS,278467.9572,223606.4637,0,0,0,0,223606.4637,Legacy CDP
0013y00001ck2GlAAI,ENESPA AG,0013y00001ck2GlAAI,6566.4288,6566.4288,6566.4288,0,0,0,0,Other
0013y00001cwAHLAA2,OMRON Corporation,aBR30000000L6SjGAK,48512.16,48512.16,48512.16,0,0,0,0,Other
0013000000hJdaMAAS,COLIBAN REGION WATER CORPORATION,aBR3y000000kAHAGA2,289853.7865,289853.7865,0,275659.1838,14194.6027,0,0,Other
0013000000CGwurAAD,Xplore Inc,aBR300000004IrBGAU,76845,76845,0,76845,0,0,0,Other
00100000000EYCtAAO,CCC Intelligent Solutions Inc.,aBR300000004OyYGAU,20024.3981,20024.3981,0,5624.3981,0,14400,0,Other
0013000001Fj5ppAAB,Snap Inc.,aBR0M0000008V1rWAE,266009.3211,254020.27,254020.27,0,0,0,0,Other
001ed00000DaVPCAA3,Insulet Corporation - NextGen CRM Lightning,aBR300000004Qx3GAE,244384.1169,174447.9855,174447.9855,0,0,0,0,Other
001ed00000IeimMAAR,"Estoril 8023 - Investimentos Turísticos, S.A",001ed00000IeimMAAR,24607.2538,24607.2538,20506.0448,4101.209,0,0,0,Other
00130000016hF9DAAU,"Traffic and Parking Control Co., Inc. (TAPCO)",aBR3y000000gEUZGA2,810.0977,676.886,124.886,0,552,0,0,Other
00130000006VrhAAAS,BlackLine Systems,aBR3y000000CgirGAC,182094.96,182094.96,0,0,0,0,0,Legacy CDP
0010M00001SJ8IhQAL,NIGHTOWL CORPORATE PTY LTD,0010M00001SJ8IhQAL,130509.3739,111143.7389,0,111143.7389,0,0,0,Other
0013000000RaLBWAA3,XENOCS,0013000000RaLBWAA3,46621.6445,46621.6445,46621.6445,0,0,0,0,Other
00100000001fo8CAAQ,Pacific Life Insurance Company,aBR300000004ElPGAU,827290.9859,636869.9598,0,0,0,0,636869.9598,Legacy CDP
0013000000ACa07AAD,"KOTOBUKIYA CO., LTD.",0013000000ACa07AAD,36303.2664,36303.2664,35898.9984,404.268,0,0,0,Other
0013000000JjQD9AAN,Exact Group B.V. - Main org,aBR3y00000116klGAA,87744.3843,87744.3843,0,5467.0313,0,82277.353,0,Other
0013y00001cSz9DAAS,Parag Milk Foods Limited,aBR3y000000CkJHGA0,1090.0804,1090.0804,0,0,0,1090.0804,0,Other
00100000002Em7HAAS,"ADP, Inc.",aBR300000004F8hGAE,1533240.768,894118.6177,43219.8132,548636.6569,0,302262.1476,0,Other
0013000001LW2phAAD,Defence Housing Australia,aBRed000000AeAgGAK,9273.8071,9273.8071,0,4731.5342,0,4542.2729,0,Other
0013000001CBxYhAAL,Comenity Servicing LLC,aBR300000004FDIGA2,142713.3333,142713.3333,142713.3333,0,0,0,0,Other
0013000001JxzagAAB,Febracis Treinamento,aBRed000000A98ZGAS,13874.6412,13871.8777,0,13871.8777,0,0,0,Other
0013y00001fohMyAAI,GOBID INTERNATIONAL AUCTION GROUP S.R.L.,aBR3y000000h4RqGAI,3708.8498,3708.8498,0,3708.8498,0,0,0,Other
0013000001CCCoJAAX,New Zealand Lotteries Commission,aBR3y000000HSnMGAW,143990.0493,143990.0493,0,133997.0491,0,9993.0002,0,Other
00130000004IFiWAAW,Richemont International S.A,aBR300000004N2KGAU,4076001.75,3737419.215,0,3112405.246,0,625013.9683,0,Other
0013y00001fbpZUAAY,Accelerant Holding LLC,0013y00001fbpZUAAY,300,300,300,0,0,0,0,Other
0013000001Mo9s8AAB,"EmblemHealth Services Company, LLC",aBR300000004En0GAE,455647.78,412487.08,0,382487.08,0,30000,0,Other
0013000000rr1M2AAI,Learning Links,aBR3y0000000PdBGAU,11331.2246,11331.2246,0,472.8943,0,10858.3303,0,Other
0013000001JfLkOAAV,KPMG SA,aBR30000000XnlCGAS,3283.2144,1094.4048,1094.4048,0,0,0,0,Other
0013000001GUjzxAAD,KPT Krankenkasse AG,aBR3y000000HBK0GAO,22237.53,22237.53,0,19610.9584,0,2626.5716,0,Other
0013000001MntH4AAJ,The Salvation Army Central Territory,aBR300000004PvPGAU,43975.9037,43975.9037,43975.9037,0,0,0,0,Other
0013y00001g8RcSAAU,Mölnlycke Health Care AB - Global,aBR3y000000bt7tGAA,7776,7776,7776,0,0,0,0,Other
00130000016ik2cAAA,Alcon Vision LLC (Org ID: 00DG0000000gc7V),aBR3y000000H6WOGA0,545160.8284,284884.9814,144710.9175,54074.0639,61800,24300,0,Other
0013y00001f9BkxAAE,"Accolade, Inc (HealthCloud Org)",aBR3y000000XqfOGAS,213740.2722,213740.2722,212708.2722,0,1032,0,0,Other
001ed000006XcizAAC,Andersen Tax LLC,aBRed0000006WyBGAU,32377.7518,12396,12396,0,0,0,0,Other
001ed00000QHdArAAL,McCloskey International Ltd,aBR3y000000ClubGAC,1970.0725,1970.0725,262.8011,0,0,1707.2714,0,Other
001ed00000RpjDHAAZ,PIKOLIN S.L,aBR3y000000HHabGAG,849.2581,849.2581,849.2581,0,0,0,0,Other
0010M00001QaqZQQAZ,Anti-Defamation League HQ,aBR30000000PBQ3GAO,100000,100000,100000,0,0,0,0,Other
0013000000hKqnxAAC,THOMAS SABO GmbH & Co. KG,0013000000hKqnxAAC,96015.7811,96015.7811,0,96015.7811,0,0,0,Other
0010M00001QqhW3QAJ,GOREHA GmbH (Caspar Health Duplicate),aBR3y0000004lQrGAI,46119.9009,45965.0016,45965.0016,0,0,0,0,Other
0010M00001Qk7ubQAB,"Yoshikei-Dvlp Co., Ltd.",0010M00001Qk7ubQAB,210340.6405,210340.6405,0,184629.1956,0,25711.4449,0,Other
0013y00001emYG1AAM,Cencosud Shopping S.A,aBR300000004fjkGAA,149.9179,149.9179,149.9179,0,0,0,0,Other
00130000016geylAAA,Relias,aBR0M0000000AXtWAM,1276,1276,1276,0,0,0,0,Other
0013000000M1IdVAAV,Petit Palace Hoteles,aBR3y000000XpJyGAK,65664.2875,65664.2875,0,65664.2875,0,0,0,Other
0013000001NX76XAAT,"EF Education First International, Ltd.",aBR3y000000g1pgGAA,219804,219804,212220,6480,1104,0,0,Other
0013y00001g9IriAAE,NIKKEI INC.(Data Cloud),aBR30000000XoXBGA0,77318.5727,77318.5727,0,49335.1417,0,27983.431,0,Other
0013000000ITWmEAAX,Technology One Limited,aBR300000004acgGAA,3600,3600,0,0,0,3600,0,Other
0010M00001SoB7HQAV,Pagseguro Pagbank,aBR3y000000wnwmGAA,962894.4496,962894.4496,0,962894.4496,0,0,0,Other
0013000000E1sovAAB,JTC Corporation,aBRed000000ABztGAG,36150,36150,34400,1750,0,0,0,Other
0013000000RZ2fOAAT,"Mastercard Technologies, LLC",aBR300000004FCHGA2,1256256.72,1250934.389,1112132.291,0,138802.0981,0,0,Other
0013y00001Z1AEOAA3,Clifton Blake*,0013y00001Z1AEOAA3,9034.0572,9034.0572,4141.2487,2070.6243,2822.1842,0,0,Other
0013000000RY7GiAAL,Grubhub Holdings Inc,aBR0M0000008UyJWAU,875,875,875,0,0,0,0,Other
0013y00001eywKdAAI,THAI AIRWAYS 2 (New BU),aBR3y0000011792GAA,52920,52920,52920,0,0,0,0,Other
00130000009zAXXAA2,"Indeed, Inc.",aBR300000004DJhGAM,3183894.723,2975141.123,2894887.503,0,80253.6205,0,0,Other
00130000000hEOKAA2,Casey's Retail Company,aBR300000004EIOGA2,965963.3577,848963.3577,813923.3577,10800,0,24240,0,Other
0010M00001Qm6YCQAZ,Washington University in St. Louis - Advancement,aBR300000004PJmGAM,64998.0688,61999.7117,1999.7117,60000,0,0,0,Other
0013y00001dlX9BAAU,"C3 Ventures, LLC",0013y00001dlX9BAAU,78000,60000,60000,0,0,0,0,Other
0013000000M2GsTAAV,Staffordshire Police,aBRed00000099P3GAI,77544.3538,50299.0403,50299.0403,0,0,0,0,Other
0010M00001SJ0vKQAT,Calibre 360 Consulting SL,aBR3y0000004lihGAA,6047.6809,575.6569,575.6569,0,0,0,0,Other
001ed00000c361NAAQ,KoAI Consulting,001ed00000c361NAAQ,104400,42000,42000,0,0,0,0,Other
001ed00000bSFrjAAG,Maricopa County CC District - Enterprise Ed Cloud,aBR3y000000g2mMGAQ,66343.2366,54000,54000,0,0,0,0,Other
0013000000ImE8iAAF,Great Wolf Lodge,0013000000ImE8iAAF,34613.3332,34613.3332,0,34613.3332,0,0,0,Other
0010M00001ULpycQAD,California State University - East Bay (Enterprise),aBRed000000BV5KGAW,321,321,321,0,0,0,0,Other
0010M00001W8V69QAF,Smart Legal Services Pty Ltd (ABN 68 116 871 795) T/A Agence de Parfum,0010M00001W8V69QAF,10645.952,10645.952,10645.952,0,0,0,0,Other
00100000002BwYUAA0,"OverDrive, Inc.",aBR3y0000004v09GAA,478576.7214,478576.7214,0,475696.7214,0,2880,0,Other
0013y00001f62wtAAA,"Société des Loteries du Québec, La",aBR0M000000bmGpWAI,774650.8701,495313.7888,0,372610.1252,0,122703.6636,0,Other
0013000001CCh5lAAD,Colombina S.A.,aBR3y000000XpafGAC,85148.2524,83926.0542,83471.0512,71.003,0,384,0,Other
00100000000oL01AAE,Mitsubishi Electric Trane HVAC US LLC,aBR300000004QTZGA2,111700,70800,70800,0,0,0,0,Other
00130000016gNAZAA2,Ofir A/S,aBR30000000XhcKGAS,55880.3091,55880.3091,0,0,0,0,55880.3091,Legacy CDP
0013y00001cw2lXAAQ,LEARNING MANAGEMENT DEVELOPPEMENT,aBR3y000000cFVWGA2,50692.8303,34276.7583,34276.7583,0,0,0,0,Other
0013000000rnBOCAA2,"HigherEchelon, Inc.",aBR3y000000CnziGAC,621.7119,620.3397,620.3397,0,0,0,0,Other
0013y00001emQZBAA2,Coromandel International Limited (CDC),aBR3y000000wn8nGAA,32054.5062,32054.5062,0,32054.5062,0,0,0,Other
0010M00001SoCGAQA3,Francal Feiras E Empreendimentos Ltda,0010M00001SoCGAQA3,8188.9806,8188.9806,0,6950.7406,0,1238.24,0,Other
0013000000HI2j9AAD,Return to Work Corporation of South Australia,aBRed0000006nUIGAY,473.1534,473.1534,0,473.1534,0,0,0,Other
0013000001Fj58xAAB,KLM N.V.,aBR300000004HuPGAU,347860.5706,347860.5706,0,220353.6562,0,127506.9144,0,Other
0010M00001WACmYQAX,Hyundai Capital Brasil,aBR3y000000CoM8GAK,62782.3597,62782.3597,0,62782.3597,0,0,0,Other
0010M00001NYfo3QAD,AGRIFARMA SPA,aBRed000000B71NGAS,24624.108,13680.06,13680.06,0,0,0,0,Other
0013y00001d0JR6AAM,Globrands LTD,aBR3y000000LIk4GAG,980.5971,980.5971,817.1642,163.4329,0,0,0,Other
0013000000hJ1jeAAC,"Cloudflare, Inc.",aBR3y000000H6qAGAS,37646.4637,37646.4637,37646.4637,0,0,0,0,Other
0013000001CA21ZAAT,IndiaFirst Life Insurance Company Limited,aBR3y0000000BUmGAM,7267.3175,5303.9627,0,5303.9627,0,0,0,Other
0013000000NSR7WAAX,Canadian Imperial Bank Of Commerce,aBR3y000000PDzyGAG,707965.6656,707965.6656,0,698605.6656,0,9360,0,Other
0013000001GXvdEAAT,UCLA Health,aBR30000000Xmt0GAC,77500,77500,77500,0,0,0,0,Other
0010M00001WHtfrQAD,Olympus Europa SE & Co. KG (ACE),aBR300000004H7tGAE,101792.648,78302.0369,0,0,0,0,78302.0369,Legacy CDP
001ed00000aFS5kAAG,NIMBUS CONSULTING COMPANY LIMITED,001ed00000aFS5kAAG,18308.2801,4720.6889,4720.6889,0,0,0,0,Other
0013000001GUwPDAA1,EAGE EUROPE,0013000001GUwPDAA1,54282.4781,4377.6192,4377.6192,0,0,0,0,Other
0010M00001NYTDxQAP,Barncancerfonden,0010M00001NYTDxQAP,3623.0981,2268.196,2268.196,0,0,0,0,Other
0010M00001WYMBtQAP,Revo Fitness,0010M00001WYMBtQAP,50888.7861,50888.7861,0,50888.7861,0,0,0,Other
0010M00001UM8M4QAL,"Siam Kubota Corporation  Co., Ltd",aBR3y000000H909GAC,91800,91800,91800,0,0,0,0,Other
0010M00001V3yHJQAZ,Public in Motion GmbH / Talixo,aBR30000000Xf0cGAC,547.2024,547.2024,547.2024,0,0,0,0,Other
001ed00000RYbvFAAT,Bitpet Technology Pty Ltd,001ed00000RYbvFAAT,473.1534,473.1534,473.1534,0,0,0,0,Other
00100000000Rn64AAC,Almo Corporation (ONLY AE CONTACT),aBR0M000000bmstWAA,20263.6797,20263.6797,7522.4066,12741.2731,0,0,0,Other
001ed00000S9EWfAAN,Concentrix TSC UK Ltd,aBR30000000XltTGAS,62534.2817,47863.7283,47863.7283,0,0,0,0,Other
00100000000SoILAA0,American Textile Company Incorporated,aBR3y000000CezjGAC,106317.197,106317.197,106317.197,0,0,0,0,Other
0010M00001VKkKnQAL,The University Court of the University of Glasgow,aBR0M0000008UdGWAU,47363.0931,44011.6602,44011.6602,0,0,0,0,Other
0013000000Ra2vnAAB,Cinnamon Hotel Management Limited,0013000000Ra2vnAAB,21600,21600,0,0,0,0,21600,Legacy CDP
00130000016jOtwAAE,University Instructors,aBR300000004FjIGAU,432.4644,432.4644,432.4644,0,0,0,0,Other
0013000000rpk87AAA,NS - Efficiency Nova Scotia,aBR300000004UOgGAM,1586.9675,1586.9675,1022.5306,0,564.4369,0,0,Other
001ed00000i8ulFAAQ,"Interactive Partners, Inc.",001ed00000i8ulFAAQ,39957.8491,38340.7771,34265.7557,0,0,4075.0214,0,Other
00130000002xZrpAAE,"First Quality Enterprises, LLC",aBR300000004FmaGAE,207698.4489,207698.4489,0,207698.4489,0,0,0,Other
0013000000ZjaVNAAZ,"Hazelden Betty Ford Foundation, HQ2",aBR300000004PNiGAM,29455,22375,22375,0,0,0,0,Other
0010M00001QoJBGQA3,Assistance Dogs Australia,0010M00001QoJBGQA3,3548.6506,3548.6506,3548.6506,0,0,0,0,Other
00100000000lmWkAAI,Microchip Technology Inc,aBR300000004DdJGAU,122680,122680,0,105880,0,16800,0,Other
0013000000LEXjoAAH,Brother International Australia Pty Ltd,aBR3y000000CmwUGAS,52574.4,52574.4,0,52574.4,0,0,0,Other
0013000000RaTSqAAN,CoolBlue BV,aBR3y000000CkzPGAS,58852.7029,58852.7029,0,58852.7029,0,0,0,Other
001ed00000IvS5FAAV,FOMENTO URBANO DE CASTELLON SA,aBR30000000XbsRGAS,2626.5716,2626.5716,2626.5716,0,0,0,0,Other
00100000002CNGsAAO,"Petco Animal Supplies Stores, Inc.",aBR3y000000HKInGAO,43500,43500,0,43500,0,0,0,Other
0010M00001XxcSxQAJ,Ipiranga Produtos de Petróleo S/A,aBR3y000000wniGGAQ,199027.3482,173533.0623,0,141231.1478,0,32301.9145,0,Other
0010M00001Z0EdoQAF,ON AG,aBR3y000000HBKwGAO,47059.4064,23529.7032,23529.7032,0,0,0,0,Other
0013000000M1tEUAAZ,"The TCW Group, Inc.",aBR0M000000GodqWAC,32400,32400,32400,0,0,0,0,Other
0013000000hMMabAAG,Airwair International Ltd,aBR3y00000116VFGAY,52794.0821,734.5755,734.5755,0,0,0,0,Other
0010M00001YtqOeQAJ,Asahi Europe & International Ltd,aBR3y000000CmzwGAC,466630.2187,367520.8762,0,219936.9744,33425.7491,114158.1527,0,Other
0013000000hKnmqAAC,Center for Vein Restoration,aBRed000000A5hhGAC,21600,21600,0,21600,0,0,0,Other
0013y00001eIr7WAAS,TD Canada CDP,aBR300000004KV4GAM,8367501.517,8038926.131,0,8010147.263,0,28778.8684,0,Other
0013000001Fk9zkAAB,Geisinger System Services,aBR300000004EmsGAE,1046675.123,955419.6227,0,916419.6227,0,39000,0,Other
0013y00001csA7dAAE,Trends International (Main),aBR3y000000Ci0cGAC,197896.3504,57895.6,57895.6,0,0,0,0,Other
0013000000Zk0jLAAR,"FATCO Holdings, LLC",aBR300000004EpnGAE,45243.0218,45243.0218,45243.0218,0,0,0,0,Other
0010M00001YuDDWQA3,"Up Stay - Gestão Imobiliária, Unipessoal Lda",0010M00001YuDDWQA3,820.8036,820.8036,0,820.8036,0,0,0,Other
0013000000ZlwhhAAB,LA MAISON BLEUE,0013000000ZlwhhAAB,28163.7196,28163.7196,28163.7196,0,0,0,0,Other
0013000000I3tMrAAJ,"Applied Technologies of NY, Inc.",0013000000I3tMrAAJ,22979.0146,4995.438,4995.438,0,0,0,0,Other
0013y00001gDgOpAAK,CrowdWorks Inc.,aBRed000000APUzGAO,91202.8608,88777.2528,0,16009.0128,0,72768.24,0,Other
0013000001M1hVLAAZ,"Total Play Telecomunicaciones, S.A de C.V.",aBR3y000000wlF9GAI,3473538.913,2991520.513,868008.6905,2029911.822,79200,14400,0,Other
0013y00001dl8TTAAY,Brenntag SE (Brenntag North America),aBR300000004EEFGA2,849.2581,849.2581,849.2581,0,0,0,0,Other
00130000016k7oIAAQ,Adyen NV,aBR3y000000HAYSGA4,32029.5806,32029.5806,23858.0247,291.8413,7879.7146,0,0,Other
0013000000K6Z9SAAV,Navitas Credit Corp.,aBR300000004EeKGAU,20606.1816,20606.1816,20606.1816,0,0,0,0,Other
00130000001GVZHAA4,"Tenable, Inc.",aBRed0000006WV5GAM,193862,99362,49610,0,49752,0,0,Other
0013000000M1asRAAR,The Center for Better Aging (St. Bernard Hospital),aBRed0000004oPkGAI,75849.8289,75849.8289,0,75849.8289,0,0,0,Other
00130000016iMXcAAM,The Stow Company,aBR3y000000bsaSGAQ,120956.1095,120956.1095,0,118280.1095,0,2676,0,Other
0013000001CBfPHAA1,Villa Pardoes,0013000001CBfPHAA1,525.0266,525.0266,525.0266,0,0,0,0,Other
0013000000RXbO1AAL,Eight-Japan Engineering Consultants Inc.,aBR3y00000057nOGAQ,13475.5461,13475.5461,13475.5461,0,0,0,0,Other
0013y00001d9J5qAAE,Titan Company Limited,aBR3y0000000NnfGAE,9391.5631,9391.5631,0,9391.5631,0,0,0,Other
0013000001CATCoAAP,"Compania Cervecera de Nicaragua, S.A. (Punto Ideal S.A)",aBR3y000000LIoAGAW,14069.0422,612.4157,336.4157,0,276,0,0,Other
0010M00001PE1j4QAD,Criteo Technology SAS,aBR30000000Xo3VGAS,19454.1397,1943.6629,1943.6629,0,0,0,0,Other
001ed000008VoQgAAK,"SERVEO SERVICIOS, S.A.U.",aBRed00000052kRGAQ,13434.9133,5774.0797,875.5239,0,302.0557,4596.5001,0,Other
0013000000RYPmWAAX,Stryker Corporation,aBR300000004DihGAE,258597.96,236097.96,0,0,0,0,0,Legacy CDP
0010M00001VKhOZQA1,National University - Enrollment,aBR30000000PAwTGAW,14736.0249,3400.6211,3400.6211,0,0,0,0,Other
0013000000rpzQuAAI,Featurespace Limited,aBR3y0000004mPLGAY,84053.04,84053.04,0,0,0,0,0,Legacy CDP
0013000001Kc0HuAAJ,Dream First Bank,0013000001Kc0HuAAJ,47570.2163,43200,43200,0,0,0,0,Other
0010M00001QaPDAQA3,SOCIETE NATIONALE SNCF,aBR300000004I2sGAE,45965.0016,45965.0016,45965.0016,0,0,0,0,Other
00130000002027qAAA,*Blue Cross & Blue Shield of Rhode Island,aBR3y000000HEgwGAG,75977.76,51999.6579,0,45999.6579,0,6000,0,Other
0013y00001eK4xhAAC,Australian Football League (SWNS),aBR3y0000004tjZGAQ,1324.104,1324.104,1324.104,0,0,0,0,Other
